Date,Close,High,Low,Open,Volume,AZ,AG,EP,SQ,GR,YP,OD,TP,CP,KK,XL,BQ,XC,PD,YJ,AK,NI,CC,DR,MG,LG,XA,YB,DX,RO,FZ,KI,DH,AO,IF,AT,CD
2026-08-24,10000.0,10500.0,9700.0,9700.0,139900,0.0,0.0,-0.0131,0.0513,0.0002,-0.092,-0.0029,0.0099,-0.0375,-0.038,0.0478,0.001,0.0399,-0.008,0.0,0.0,0.0308,0.0397,-0.0172,0.0092,0.0,-0.0051,-0.003,0.0,0.002,0.0,0.0,0.001,-0.007,0.0,-0.0071,-0.002
2026-08-26,9950.0,10675.0,9500.0,10000.0,373900,0.0,0.0041,0.0121,-0.188,-0.001,0.0619,-0.2033,0.001,-0.0254,-0.0087,0.1119,0.0354,0.0609,0.0797,0.0,0.0,-0.0257,-0.0025,-0.0257,0.0745,0.0,0.0999,-0.0002,0.0061,0.0179,-0.0001,-0.0918,0.001,-0.001,0.007,0.0,0.0
2026-08-27,9900.0,10200.0,9800.0,9950.0,90600,0.0,0.0,-0.0,0.0188,0.0208,0.0087,-0.008,0.0,-0.0,0.01,-0.1122,0.006,0.1078,0.001,0.0,0.0,0.0236,0.0659,0.0161,-0.0539,-0.0367,-0.0272,-0.0377,-0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,9925.0,10125.0,9600.0,9950.0,68300,0.002,-0.003,0.001,0.0207,-0.005,-0.0,-0.001,0.002,-0.0,-0.0088,0.0143,0.009,-0.0122,-0.0041,0.0297,0.001,-0.0228,0.0285,0.0,-0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
