Date,Close,High,Low,Open,Volume,BQ,DR,GR,SQ,OD,XC,KK,LG,PD,AZ,XA,CC,NI,AI,FS,TP,XL,ZP,YP,QA,MG,DH,AT,EP,YB,IF,CP,YU,KI
2026-08-24,151.0,155.0,149.0,154.0,1922600,-0.0011,0.003,0.0569,0.0011,0.0,0.031,0.0396,0.0077,0.0092,0.0,0.0,0.0107,0.0013,-0.2102,0.0,0.0,0.0335,0.0,0.0004,0.0,0.0,0.0001,0.0,0.0077,0.0,0.0002,0.0015,0.0,0.0075
2026-08-26,149.0,154.0,149.0,152.0,1135100,0.0012,0.0,0.0147,0.0,0.0001,-0.0154,0.0232,0.0,0.0027,0.0004,-0.0055,0.0261,0.002,-0.0108,0.0,0.0,-0.0192,0.0,-0.0136,0.0,0.0,0.0062,0.0075,0.0,0.0,-0.006,-0.0007,-0.0149,0.0019
2026-08-27,150.0,152.0,145.0,147.0,2023200,0.0156,0.0012,0.0,0.001,-0.0574,0.0098,0.0213,0.0018,-0.0073,0.0,0.0,0.0118,0.0031,-0.1392,0.0003,0.0003,0.1171,0.0003,0.0161,0.0,-0.0001,0.0009,0.0049,0.0023,0.0001,-0.0046,0.0007,0.0,0.0
2026-08-28,150.0,154.0,148.0,151.0,2124300,0.0058,-0.0002,-0.0015,0.0,-0.0131,0.0094,0.0093,0.0205,-0.0054,0.0001,0.05,0.0957,0.0015,-0.1587,-0.0003,0.0002,-0.0571,-0.0003,0.029,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
