Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KZ,KK,JB,DH,YU,IF,FZ,AI,ZP,YP,AR,CC,PD,GR,OD,XC,AK,ES,AT,MG,DR,OK,DP,LG,NI,RX,AZ,CP,EP,CD,BK,RO,SQ,SF,PO,XA,KI,BQ,YJ,AG,SH,DX,MI,HP,IU,FS
2026-08-24,20325.0,20700.0,20050.0,20675.0,1049700,0.2498,0.1401,2.1,-0.033,0.0,0.0,0.2514,0.0,0.0547,-2.0,0.0814,0.0081,0.1855,0.4964,-0.6957,0.0,-1.4,0.7325,0.1578,-1.6,0.6247,-2.1,0.0,0.0826,0.0221,0.589,0.0,0.0,0.0362,0.3231,0.0,-0.2972,-0.0715,0.2099,0.7551,0.6762,0.0,0.2167,0.0,0.0,0.0747,0.0041,0.1363,0.0,0.0,0.0615,-0.004,0.0,-0.0442,0.0,-0.061
2026-08-26,19525.0,20300.0,19425.0,20300.0,1250200,0.0216,-0.3073,1.8,-0.0216,0.0735,0.0,0.0909,0.0,0.1298,-5.9,0.0137,0.0078,0.045,0.771,-1.6,0.0,-0.3965,0.0539,0.2158,0.5064,1.5,0.2774,-0.0039,-0.0171,-0.0056,0.632,0.0,0.0,0.172,0.0254,0.0,0.1624,0.4757,-0.9264,-0.5466,1.5,0.0137,1.2,-0.0,0.0,0.0818,0.0,-0.0241,0.0,-0.0839,-0.098,0.296,0.008,-0.0253,-0.006,0.0
2026-08-27,19650.0,19850.0,19125.0,19475.0,1147100,0.0926,-0.2247,2.1,-0.1021,-0.0351,0.0,-0.1113,0.0,0.0235,-4.0,0.177,0.0,-0.0059,3.3,0.7098,0.0198,1.3,-0.0089,-0.118,0.0622,0.3969,-4.2,0.069,-0.0778,-0.0492,-0.1875,0.0,0.0,0.1145,-0.6251,0.0,0.3162,0.1053,-0.394,0.4759,0.9718,0.0019,-0.0832,-0.0,0.0098,0.0382,0.002,0.0097,-0.1169,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,19525.0,19850.0,19425.0,19800.0,766900,0.0098,-0.0,1.2,0.0276,-0.0,2.4,0.0096,0.0059,0.0703,2.1,0.0059,-0.004,-0.002,-0.4646,0.155,0.0492,-0.2643,-0.0423,0.0293,0.1024,0.1028,-2.8,0.0195,0.0707,-2.1,-1.1,0.0195,0.07,0.2683,0.1577,-0.271,0.0155,0.0996,-0.591,-0.0234,0.4211,0.045,0.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
