Date,Close,High,Low,Open,Volume,AG,MG,CC,LG,NI,DR,KK,LS,XC,AZ,GR,SF,PD,TP,YJ,DH,XA,SH,AK,YP,DX,XL,CP,OD,QA,HP,SQ,BQ,ZP,BK,EP,YU,AR,FZ,SA,RG,YB,IF,KI,CD,RO,BR,ZR,ID,AI
2026-08-24,1400.0,1455.0,1375.0,1405.0,10184100,0.0,-0.0053,-10.2,10.7,-0.0041,-0.0014,-0.0509,0.0,-0.1987,-0.0959,-0.0915,0.0,-0.0557,-0.4206,-0.0456,0.0104,-0.0102,-0.0114,0.7503,-0.0389,0.0,-0.2671,-0.108,0.1067,-0.022,0.0,-0.0125,-0.001,-0.0006,0.0408,-0.0319,0.0,0.0,0.0,0.0,0.0,0.0081,-0.0006,-0.0021,0.0,-0.0042,0.0,0.0,0.0,-0.0028
2026-08-26,1365.0,1445.0,1330.0,1400.0,1767500,0.0005,0.0135,-0.1288,-0.1576,-0.001,0.0044,0.0093,0.0,0.0067,0.0167,-0.0258,-0.0,-0.003,-0.1237,0.0,-0.0004,0.0139,0.0,0.2823,-0.1739,0.0,-0.1579,0.0507,-0.0118,-0.0003,-0.0439,-0.0206,0.0048,0.4646,0.0007,-0.006,-0.0001,-0.0001,0.0,0.0,0.0,-0.006,-0.0001,0.0003,-0.0038,-0.0001,-0.0004,-0.0001,-0.0028,0.0
2026-08-27,1405.0,1425.0,1340.0,1360.0,14182900,-0.0003,-0.0139,0.3074,17.2,0.0023,0.0004,0.0018,0.0,-0.0361,0.0024,-0.0044,0.0,0.0303,-0.0279,0.0,0.0,-0.0,0.0,0.3326,-0.0843,0.0,-0.2885,0.0789,-0.0189,0.0038,-0.0007,-0.0028,-0.0006,0.0569,-0.0557,0.0317,0.0001,-0.0001,-0.0016,-17.6,-0.0001,0.0004,-0.0001,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1425.0,1440.0,1395.0,1425.0,2657800,-0.0006,-0.0001,-0.0728,1.7,-0.0007,-0.0041,-0.0178,-0.0001,-0.3646,-0.02,-0.0105,-0.0001,0.0644,-1.6,-0.008,0.0021,-0.0006,-0.0029,0.4476,-0.022,-0.0001,0.0553,-0.0071,-0.1059,-0.0038,-0.0006,-0.1438,0.0035,0.1149,0.0176,-0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
