Date,Close,High,Low,Open,Volume,LG,PD,AZ,BQ,MG,CC,RO,XL,SQ,YP,HD,OD,XC,KK,EP,XA,NI,YB,TF,IF,TP,DH,YU,DR
2026-08-24,232.0,238.0,230.0,236.0,364600,0.0,-0.0004,0.0,0.005,0.0,0.0067,-0.0003,0.0113,-0.0293,0.0027,600.0,0.0006,0.0013,0.0018,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0,0.0
2026-08-26,222.0,236.0,220.0,236.0,501900,0.0094,-0.0086,0.0,0.0003,0.0023,-0.0062,0.0,-0.009,-0.0,0.0007,0.0002,0.0031,0.0114,-0.0059,0.0,0.0,0.0006,0.0,0.0,0.0002,0.0012,0.0002,0.0002,0.0
2026-08-27,226.0,226.0,220.0,226.0,194800,0.0019,-0.0002,0.0001,0.0,-0.0003,-0.0045,0.0,-0.002,0.0004,0.0013,-0.0002,0.0046,-0.0016,0.0011,-0.0031,0.003,0.0002,-0.0004,-0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-28,230.0,232.0,226.0,226.0,267600,-0.0003,-0.0001,0.011,0.0,0.0003,-0.0394,200.0,-0.0058,0.0,0.0006,0.0,0.0006,0.0316,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
