Date,Close,High,Low,Open,Volume,IU,YP,QA,BQ,RO,DX,AT,PD,IF,TP,PG,GR,AZ,OD,DU,AG,HP,XA,DR,AO,NI,AK,KK,XC,BK,HD,AI,EP,LG,YJ,SQ,CP,DH,YB,AH,KI,XL,ZP,MG,CC,FS,KZ,CD,ID,GI,YU,IH
2026-08-24,258.0,282.0,254.0,272.0,52724900,1.7,1.1,-1.6,-0.0004,0.6465,-0.0031,-0.3124,0.2323,1.5,-0.0139,0.0,-0.2081,-1.8,0.011,-0.0013,0.0001,0.0003,0.0016,0.011,0.3475,-0.0753,-0.4025,-0.8807,0.0891,-0.046,0.0,0.0,0.0709,0.0397,-0.726,0.0028,0.8343,-0.0204,0.0431,0.0,0.0001,-0.4529,-0.0055,-0.0262,-0.0283,0.0,0.0,0.0004,0.0,0.0014,0.0,0.0262
2026-08-26,238.0,268.0,230.0,260.0,44608800,-0.9983,0.4597,1.5,0.0224,-0.8628,0.0,0.5238,0.0818,-1.1,0.0783,0.4664,-1.2,-0.0434,0.0071,0.0,0.0063,0.0014,0.0015,-0.0123,0.2805,-0.0551,0.2892,1.1,0.0684,0.0345,0.0,0.0,0.0067,-0.055,0.6488,0.0206,0.3709,-0.0334,-0.9194,0.0,0.0004,-1.5,0.2024,0.1299,0.4332,0.0,0.0,0.0056,0.0,-0.0014,-0.0486,0.0
2026-08-27,260.0,274.0,228.0,240.0,82779500,1.1,2.9,-2.0,-0.0069,-0.8691,0.0,-0.5995,-0.4219,0.5581,-0.0333,-1.6,0.0257,0.7003,-0.0213,0.0,-0.0093,0.002,-0.0015,-0.0016,0.727,0.0056,-0.0681,-1.7,-0.2446,-0.0132,0.0413,0.0,-0.017,0.0004,0.5903,-0.0603,-0.4326,0.007,-0.4702,0.0,-0.0006,1.4,0.0356,-0.0152,0.3746,-0.0001,0.0924,-0.0059,-0.0061,0.0,0.0,0.0
2026-08-28,254.0,262.0,236.0,262.0,46784500,-0.8197,-1.9,1.6,0.0243,1.4,-0.0001,0.5111,0.0332,-0.8336,0.0051,0.9774,0.0256,-1.8,0.0416,0.0012,0.0082,0.0037,0.0004,0.002,0.0341,0.0229,-0.4261,1.4,0.089,-0.0227,0.0222,0.0,-0.0009,0.003,-0.963,0.0406,-0.0628,-0.0728,1.5,-0.0,0.004,-0.0884,-0.4886,-0.0104,-0.2806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
