Date,Close,High,Low,Open,Volume,SF,YU,PD,AK,HP,CC,KK,YP,NI,OD,EP,XC,XL,FS,CP,AZ,ZP,DR,QA,TP,AO,YB,BK,DH,AI,LG,FZ,BQ,SQ,CD,KI
2026-08-24,292.0,306.0,288.0,300.0,444300,0.0024,0.0,0.0049,-0.0108,0.0,-0.0022,0.0013,-0.0001,0.0032,-200.0,0.0142,-0.0133,-0.021,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,-0.0005,0.0,0.0128,0.0006,0.0001,-0.0001,-0.0003,-0.0,0.0059
2026-08-26,290.0,310.0,290.0,292.0,432100,-0.0131,0.0,-0.0274,-0.007,0.0,0.0023,-0.0002,-0.004,-0.0148,0.0,-0.0072,0.0031,0.067,0.0,0.0005,0.003,0.0,-0.0021,0.0,0.0,0.0,0.0002,-0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,288.0,304.0,282.0,292.0,195700,-0.0054,0.0,0.0005,-0.0001,0.0,0.0017,0.0003,-0.0001,-0.0001,0.0017,0.0014,0.0012,-0.0024,0.0006,0.0,-0.0,0.0006,-0.0005,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,290.0,294.0,288.0,290.0,59600,0.0018,0.0012,0.0001,0.0001,0.0,-0.0009,-0.0002,-0.0001,0.0022,-0.0025,-0.0006,0.0008,-0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
