Date,Close,High,Low,Open,Volume,TP,ES,YB,MG,XL,HD,KK,YJ,DR,LG,DH,YU,IF,NI,XA,AZ,YP,SQ,PC,CP,CC,EP,CD,BQ,PD,XC,OD,RO,ZP,AR,GR,KI
2026-08-24,93.0,95.0,92.0,94.0,1871400,-0.0046,0.0028,0.0023,0.0028,0.0206,0.0,-0.0435,0.0,0.0,0.0001,0.0047,0.0157,0.0,-0.0,0.0,0.0009,0.0083,0.0,0.0038,0.0,-0.0715,-0.0001,0.0,0.0,0.0254,0.0013,0.0,0.0,0.0013,0.01,0.02,-0.0003
2026-08-26,91.0,93.0,91.0,93.0,1737100,0.0,0.0009,0.0016,0.0082,-0.0118,0.0,0.0019,0.0,0.0,0.0002,-0.0017,0.0,0.0,200.0,0.0,0.0009,-0.0673,0.0001,0.0009,0.0459,-0.048,0.0,0.0,0.0009,0.001,0.0199,0.0,0.0,0.0,0.02,0.0264,0.0
2026-08-27,92.0,93.0,91.0,92.0,684800,0.0061,0.0,-0.0035,0.0,-0.0186,0.0001,-0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,-0.0041,0.0,0.0,0.0069,0.0023,0.0,-0.0,-0.0202,-0.0016,0.0,0.0,0.0,0.01,0.01,0.0
2026-08-28,92.0,98.0,92.0,93.0,9528200,-0.0113,-0.0019,0.0189,-0.0017,0.0209,-0.0001,-0.032,0.0038,-0.0049,-0.0006,-0.0123,0.0048,0.0015,0.019,0.002,0.0291,0.0114,-0.001,0.0,-0.0021,-0.0647,0.0056,0.001,0.0031,0.0291,-0.0206,0.0015,0.0014,0.0002,0.0,0.0,0.0
