Date,Close,High,Low,Open,Volume,MG,YB,CC,LG,DR,NI,KK,XC,AZ,GR,PD,EP,DH,XA,AK,RO,YP,AT,XL,CP,OD,HP,QA,AI,SQ,BQ,ZP,BK,RG,TF,YJ,AG,LS,ID,DU,GI,TP,PG,YU,MU,KI
2026-08-24,122.0,138.0,122.0,137.0,14164700,0.1919,-0.0117,-0.0364,0.0075,0.0253,0.0106,0.0038,0.0031,0.0,-0.0153,-0.015,0.0279,-0.0003,0.004,0.0879,0.0009,0.0233,-0.0125,0.111,-0.3435,-0.0774,-0.0136,0.0013,0.0,0.0078,0.0177,0.0007,0.0914,0.0,0.0001,0.0,0.0,0.0,0.0,0.0988,0.0,0.0022,0.0,-0.0103,0.0001,-0.1811
2026-08-26,128.0,134.0,125.0,125.0,21892000,-0.0111,0.004,0.0078,0.0009,0.0064,-0.0018,0.0858,0.0585,0.0049,-0.1523,-0.0067,-0.0061,0.0,0.0016,-0.2302,-0.0047,0.0304,0.0,0.2599,0.1128,0.0036,0.0,0.0003,-0.0,0.012,0.0332,-0.0526,-0.0609,0.0,-0.0,0.0,0.129,-0.0002,-0.1275,-0.0957,-0.0001,-0.0037,0.0026,0.0,0.0,0.0
2026-08-27,126.0,129.0,109.0,128.0,8579600,0.0038,0.0009,0.0337,0.0,-0.0057,0.0096,0.0048,-0.0255,0.0,-0.0022,-0.1282,-0.0118,0.0031,-0.001,0.1447,-0.0042,-0.0933,0.0008,-0.2243,0.2124,-0.0012,0.0,-0.0002,0.0,0.0024,-0.0058,0.0028,0.0816,0.0,-0.0002,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,127.0,134.0,125.0,132.0,20946200,0.0355,0.0025,0.0853,0.0013,0.0392,-0.0088,-0.0646,0.0311,0.0004,-0.0001,0.0339,-0.0032,0.0134,-0.0001,-0.1815,0.0181,0.0258,-0.0009,-0.0359,-0.0603,0.1263,0.0417,-0.0028,-0.0,-0.0013,0.0063,-0.1071,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
