Date,Close,High,Low,Open,Volume,AK,TP,YB,AT,XL,KK,JB,DR,LG,DH,YU,IF,QA,NI,AZ,YP,SQ,PC,CP,CC,EP,DX,CD,BQ,PD,GR,OD,RO,XC,HD,HP,AO,XA,KI,TF,ZP,PP,MG,GI
2026-08-24,795.0,795.0,785.0,785.0,1712700,0.0135,-0.0316,0.0,0.0,-0.0351,0.0007,0.0008,-0.0773,0.0088,0.0284,0.0008,0.0426,0.0,-0.0905,-0.0139,0.1813,-0.0042,0.0,-0.0304,0.1638,0.0103,-0.0183,0.0,-0.0199,-0.1709,0.0879,-0.0272,-0.0001,-0.0262,-0.0007,0.0,0.0,-0.0081,0.0007,-0.0001,0.0001,0.0,0.0149,-0.0001
2026-08-26,785.0,795.0,785.0,790.0,1427900,0.0507,0.0005,0.0,-0.0085,0.0666,-0.1449,0.0002,-0.0079,0.0162,-0.0068,0.0069,0.0006,0.0,-0.1466,-0.0,-0.0838,-0.1099,0.0,0.1014,0.1785,-0.0373,0.0,0.0,0.0,0.0754,0.0509,-0.0308,0.0039,0.0334,-0.0007,0.0,0.0,0.0,0.0012,0.0,0.0002,-0.0096,0.0,0.0
2026-08-27,790.0,795.0,785.0,785.0,1255400,-0.0542,0.0,-0.0002,0.0,0.0125,-0.0956,-0.0027,0.009,0.0649,-0.0067,0.0,0.0,0.0,0.0325,0.0001,0.1461,-0.0116,0.0,0.0,-0.1079,0.0028,0.072,0.0,0.0,0.0182,0.0102,0.0482,0.0008,-0.1236,-0.0,-0.0157,0.0005,0.0001,0.0003,0.0002,0.0002,0.0,0.0,0.0
2026-08-28,790.0,795.0,785.0,790.0,1347000,0.0041,-0.0014,0.0008,0.0051,-0.0521,-0.0406,0.0004,0.0079,-0.0039,0.02,0.002,0.0013,-0.0001,-0.0468,0.0013,-0.0059,-0.3185,-0.0016,0.0597,-0.1036,-0.0976,-0.0221,0.0811,-0.0032,0.0139,0.5456,-0.0186,-0.0016,-0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
