Date,Close,High,Low,Open,Volume,YB,AT,MG,XL,HD,PD,KK,DR,HP,LG,DH,NI,XA,KI,ZP,AZ,YP,CP,CC,EP,AG,BQ,XC,OD,RO,SQ,TP,PG,FZ,QA,AI,CD,GR,IF
2026-08-24,142.0,143.0,141.0,141.0,3338300,0.0043,0.0092,0.0057,-0.0649,-0.0003,0.02,-0.0058,0.0,0.0,0.0,-0.01,-0.0072,0.0,0.0,0.0,-0.0046,0.0278,0.0,0.0298,0.0,0.0,0.0109,0.0008,0.1578,0.0,0.0002,0.0,-0.0363,-0.0213,0.0,-0.0717,0.0,-0.0442,0.0
2026-08-26,142.0,143.0,140.0,142.0,2921900,-0.0043,0.0002,0.0,-0.1446,-0.0001,-0.0189,-0.0297,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0001,0.0071,-0.0008,-0.0195,-0.0049,-0.0005,-0.0005,0.0,0.0005,-0.0208,0.2454,0.0,-0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,146.0,149.0,141.0,142.0,7771700,0.0029,-0.0002,-0.0094,0.0959,-0.0,0.0356,0.0229,-0.0026,0.0016,0.0,0.0,-0.0204,-0.0,0.0007,-0.0001,-0.003,-0.0453,-0.011,-0.0044,0.0007,0.0,0.0013,0.0119,0.051,-0.0,-0.0081,0.0015,0.0263,0.0001,-0.0032,-0.1436,-0.0,-0.001,0.0
2026-08-28,148.0,148.0,143.0,146.0,4272900,-0.0022,0.0004,-0.0019,-0.1495,-0.0,-0.0053,-0.0196,-0.0207,-0.0016,-0.0031,0.0402,0.0001,0.0029,-0.0007,-0.0074,0.051,0.0205,-0.0104,0.0081,0.0006,0.0149,0.0008,0.0437,-0.0015,-0.0001,0.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
