Date,Close,High,Low,Open,Volume,PD,CP,XC,XA,XL,YP,BQ,EP,GR,CC,KK,FZ,NI,CD
2026-08-24,189.0,191.0,187.0,189.0,30200,0.0007,0.0,-0.0023,0.0024,-0.0011,0.0,0.0,-0.0002,0.0,0.0004,0.0,0.0,0.0,0.0
2026-08-26,191.0,192.0,187.0,190.0,1376700,0.0,0.0,0.0012,-0.0002,-0.0005,0.0,0.0001,-0.0002,-0.0016,-0.0006,0.0017,0.0,0.0,0.0
2026-08-27,191.0,192.0,187.0,192.0,11200,-0.0009,0.0,0.0,-0.0008,0.0016,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,191.0,192.0,189.0,189.0,16800,0.0002,0.0018,-0.0011,-0.0018,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
