Date,Close,High,Low,Open,Volume,ES,YB,AT,MG,HD,XL,KK,YJ,PG,IH,LG,YU,QA,NI,IF,AI,KI,AZ,YP,SQ,CP,CC,EP,AG,BQ,PD,GR,OD,RO,XC,HP,DH,FZ,XA,IN,ZP,DR,AO
2026-08-24,174.0,175.0,170.0,173.0,5282100,0.0,0.0086,-0.0003,-0.0082,0.0,-0.0362,0.0031,0.0,0.0,0.0,0.0001,0.0012,0.0,0.0087,0.0,0.0,-0.0,0.0002,0.0038,0.007,0.0172,-0.0307,0.0,0.0008,0.0,0.0138,0.0009,0.0052,0.0001,0.0042,0.0,0.0,0.0,0.0005,0.0,0.0,0.0002,0.0
2026-08-26,174.0,180.0,169.0,180.0,3509500,0.0003,0.0008,0.0,0.0,0.0113,-0.1042,-0.0385,0.0,0.0,0.0,0.0005,0.0849,-0.0007,0.0012,0.0,-0.0275,-0.0023,-0.0004,-0.0063,-0.0087,0.0171,0.0191,0.0095,0.0,0.0001,0.0124,0.0,0.0018,-0.0,0.0091,0.0,0.0216,-0.0013,0.0,0.0,0.0,0.0001,0.0
2026-08-27,175.0,176.0,164.0,170.0,9186600,0.0,0.0082,-0.0049,-0.0266,0.0,-0.0825,0.0001,0.0,0.0,0.0,-0.0002,0.2089,-0.0,-0.0025,0.0,-0.0017,0.0,0.0176,0.0169,-0.0001,0.0092,-0.0157,0.0,0.0,-0.0,-0.0206,0.0,0.0021,0.0003,0.0038,-0.0135,-0.0208,-0.4684,0.3852,0.0017,0.0035,0.0,0.0
2026-08-28,192.0,192.0,175.0,175.0,13509100,-0.0004,0.0138,0.0285,-0.0249,0.0171,-0.9457,0.0001,0.0012,0.019,0.0192,-0.0014,-0.0102,-0.0003,0.0053,-0.0002,-0.0223,0.487,0.0017,-0.0294,-0.0158,0.0327,0.1864,-0.0002,0.0001,0.0427,-0.0004,0.1108,0.0688,-0.0004,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
