Date,Close,High,Low,Open,Volume,AG,MG,CC,AT,NI,DR,KK,YP,XC,GR,CP,XL,AZ,OD,SQ,PD,BQ,DH,YU,YB,LG,PC,TP,DX,QA,ZP,EP,LS
2026-08-24,155.0,157.0,153.0,155.0,550100,-0.0001,0.0074,-0.0138,-0.0,0.0,0.0095,0.0014,0.0184,-0.0007,0.0414,0.0,-0.0345,0.0,-0.0102,0.0,-0.0186,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-500.0,0.0,-0.0
2026-08-26,159.0,162.0,152.0,155.0,440400,0.0002,0.0054,-0.0043,0.0,-0.0031,0.0121,0.0035,0.0159,-0.0107,-0.0014,-0.0033,-0.0139,0.0037,-0.0016,0.0,-0.0021,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,-900.0,0.0,0.0,0.0,0.0
2026-08-27,164.0,169.0,156.0,159.0,2567600,0.0083,-0.0112,-0.0204,-0.001,-0.0169,0.0061,0.0067,-0.0132,0.0098,0.015,0.0001,-0.0068,0.0149,-0.0031,0.0,-0.0077,0.0066,-0.0001,-0.0003,0.0049,0.008,-0.0,-0.0,-0.0,-0.0001,-0.0,0.0007,0.0
2026-08-28,163.0,165.0,160.0,164.0,460300,0.0016,-0.0005,0.0015,-0.0065,0.0034,0.0052,0.0052,-0.003,0.0037,0.0066,0.0003,-0.0297,-0.0002,-0.0001,-0.0008,0.013,-0.0003,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
