Date,Close,High,Low,Open,Volume,AZ,AG,PC,HP,QA,EP,ZP,SQ,GR,KI,YP,IU,YU,LG,OD,AT,CP,KK,TP,XL,XA,RB,YB,DX,BQ,XC,PD,DH,BK,AK,NI,CC,IF,DR,MG,RO,LS,AI,CD,YJ,MU,PG,RF,BS,FZ,SH
2026-08-24,1360.0,1435.0,1335.0,1405.0,4362200,0.028,0.0209,0.0027,0.0,0.0,0.0197,-0.7158,0.1854,0.0098,0.0096,0.5787,-0.2026,-1.4,0.0027,0.1549,-0.0017,0.0303,0.0264,0.003,1.2,-0.0133,0.0,0.0078,0.0299,0.0212,-0.3341,0.2026,0.0539,0.019,-0.0048,-0.0072,0.132,0.0,-0.0386,-0.0567,0.0025,0.0,0.0108,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0034
2026-08-26,1285.0,1360.0,1280.0,1360.0,3654500,0.0224,0.0129,0.0,0.0,0.0,0.0141,-0.649,-0.1411,0.0219,0.0086,-0.0784,-0.199,-0.51,0.0023,0.0292,-0.0016,0.0532,0.0691,0.0017,0.7409,-0.0057,0.0,0.0124,-0.0123,-0.0397,0.2124,-0.0901,0.0112,0.0072,-0.0002,0.2162,0.264,0.0,0.0058,-0.0265,0.0328,0.0,0.0092,0.0,0.0012,0.0019,0.0013,-0.0028,0.0013,0.0013,0.0
2026-08-27,1335.0,1380.0,1255.0,1260.0,3565200,0.0127,0.0,0.0013,0.0177,0.0,-0.0175,-0.665,-0.0244,0.0074,0.0009,0.0289,-0.2994,-0.0428,-0.0004,-0.0281,-0.0062,-0.1038,0.0776,-0.0024,0.4542,0.0021,0.0,0.0281,0.0,0.0689,-0.058,0.1512,-0.0025,-0.0257,0.1323,0.0323,0.2965,0.0008,-0.0179,0.0,-0.0337,-0.0003,0.0133,0.0032,-0.0013,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1295.0,1335.0,1285.0,1335.0,3164500,0.0196,0.0129,0.0013,-0.027,0.0026,0.0036,-0.6351,0.131,0.0174,-0.3872,0.1245,-0.5171,-0.3254,-0.0003,0.0732,0.006,0.0456,0.1962,0.0019,0.7542,-0.0012,0.0006,0.0174,-0.0108,-0.0449,0.11,0.0778,0.0189,0.0044,-0.0008,0.0044,0.2733,-0.0001,0.029,0.0178,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
