Date,Close,High,Low,Open,Volume,AK,YB,AT,XL,HD,KK,DR,DH,NI,XA,KI,AZ,YP,CP,CC,EP,BQ,PD,GR,OD,XC,SF,MG,YJ,LG,QA,DU,SQ,TP,YU,AG,RO,ZP
2026-08-24,89.0,89.0,87.0,89.0,994400,0.0002,0.0,-0.0001,-0.0137,0.0,0.0,0.0,-0.0003,-0.0001,0.0,0.0093,0.0,0.0043,0.0,0.0013,0.0014,0.0,-0.0111,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0014,0.0009,0.0,0.0
2026-08-26,86.0,90.0,85.0,89.0,11222100,0.0193,0.0015,0.0001,-0.2857,0.0001,0.0016,-0.0164,0.0017,-0.0438,0.0,0.017,0.038,0.1039,-0.0018,0.0806,0.0,-0.0,0.0377,-0.0,0.0015,0.0076,0.0,0.0003,0.0,0.0011,0.0,0.0,0.0,-0.0002,0.0008,-0.0013,0.0019,0.0344
2026-08-27,89.0,92.0,85.0,86.0,13288400,0.008,-0.009,-0.0001,0.2446,-0.0001,-0.001,-0.0043,-0.0004,-0.0024,0.0089,0.0183,0.0066,-0.1129,0.0023,-0.1143,-0.0199,0.0,-0.0252,0.0,-0.0009,0.0112,-0.0072,0.0001,-0.0016,-0.0012,-0.0001,-0.0,0.0005,0.0,0.0,0.0,0.0,0.0
2026-08-28,87.0,90.0,87.0,90.0,5072800,0.0082,0.0022,0.0001,-0.1026,-0.0001,0.0005,-0.0442,0.0004,0.0,0.0,0.0174,0.0001,-0.0285,0.0087,0.025,0.017,0.0006,0.1217,-0.0009,-0.0001,-0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
