Date,Close,High,Low,Open,Volume,SF,MG,XL,HD,KK,YJ,PG,IH,AO,LG,YU,IU,NI,YP,SQ,PC,CC,EP,BQ,PD,GR,XC,OD,ZP,TP,YB,DH,FZ,DU,AZ,CP,RG,IN,SA,AT,DR,HP,XA,KI,DX,RO
2026-08-24,163.0,164.0,161.0,162.0,1257900,0.0,0.0382,0.0012,-0.0009,0.0134,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,-0.0356,0.0235,-0.0053,-0.0041,0.0,0.0,-0.004,-0.0151,-0.0462,0.0001,0.0,0.0,0.0,0.0003,0.0,0.0046,-0.0053,0.0177,0.0045,0.0046,0.0046,0.0,-0.0019,0.0,-0.0065,0.0049,0.0,-0.0001
2026-08-26,159.0,164.0,158.0,163.0,2771100,0.0098,-0.0048,0.0638,-0.0,0.0166,0.0,-0.0049,0.0096,0.0,0.0003,0.0088,0.0,-0.0003,0.0067,0.0233,0.0003,-0.1064,0.0001,0.0,-0.0719,0.0,0.0034,-0.0717,0.0097,0.0145,0.0251,0.0008,0.0,0.0,0.0,0.0619,0.0,0.0,0.0,-0.0,-0.0025,0.0081,0.0,-0.0001,0.0,0.0
2026-08-27,162.0,162.0,159.0,160.0,2291200,0.0,0.0176,-0.1002,-0.0,0.0004,0.0,0.0,0.0,0.0892,0.0003,0.0,-0.0045,-0.0004,0.0072,0.0312,-0.0052,0.0126,0.0,0.0173,-0.0034,-0.0014,0.0119,-0.0001,0.0001,-0.0096,-0.0315,0.0071,-0.0054,0.0022,-0.0055,-0.0366,0.0022,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,162.0,164.0,160.0,164.0,1588900,0.0055,0.0,-0.0415,-0.0,0.0049,-0.0035,-0.0,0.0054,0.0765,-0.001,0.005,-0.0056,0.0016,-0.004,0.0168,0.0001,-0.025,-0.005,-0.0208,-0.0062,0.0001,-0.0084,-0.0003,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
