Date,Close,High,Low,Open,Volume,AK,TP,MG,AT,XL,HD,PD,KK,YJ,DR,RS,AO,LG,DH,YU,QA,NI,DU,IU,KI,ZP,YP,AZ,CP,TF,CC,EP,BQ,XC,GR,OD,BK,RO,SQ,YB,IF,AI,XA,ES,FS,SH,HP,OK,FZ,DX,AG
2026-08-24,238.0,240.0,230.0,230.0,6760800,-0.0252,0.1793,0.0,0.0,0.1467,0.0001,0.0964,0.0161,0.0019,-0.0196,-0.0019,0.0,-0.0003,0.0032,-0.0084,-0.0001,-0.0524,-0.0011,0.0071,-0.0,-0.0449,0.1233,-0.0258,-0.0283,0.0,-0.034,-0.083,-0.0017,0.0035,-0.1407,0.0221,-0.008,-0.0019,-0.0199,0.0057,0.0,0.0056,0.0,0.0,-0.0005,0.0,0.0,-0.0238,-0.0823,0.0,-0.0071
2026-08-26,224.0,246.0,222.0,240.0,4684400,-0.016,0.1433,0.0,0.0002,0.1098,0.0003,0.0184,-0.0058,0.0056,-0.0113,0.0,0.0,0.0,-0.0099,-0.0015,0.0002,-0.0248,0.0,0.0,0.0,-0.0012,-0.015,-0.0041,0.037,0.0,-0.2381,-0.0065,0.0062,0.0344,0.0019,-0.0194,-0.0055,0.0112,0.0206,-0.0316,0.0,0.0,0.0,0.0,0.0014,0.0004,-0.0001,-0.0092,0.0025,0.0064,-0.0
2026-08-27,234.0,236.0,220.0,220.0,3414500,-0.0234,0.1027,0.0,0.0031,-0.0856,-0.0002,-0.0257,0.0047,0.0031,0.0001,-0.0005,0.0,-0.0002,0.0025,0.0,0.0,-0.1501,-0.0001,0.0467,0.0,-0.0131,-0.0425,-0.0018,-0.0005,0.0,0.2437,0.0003,-0.0162,-0.0157,-0.0052,-0.0022,-0.0028,-0.0114,-0.0246,-0.0026,0.0,0.0134,-0.0,0.0046,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,230.0,240.0,224.0,234.0,2601200,-0.0223,0.0655,0.0023,-0.0028,-0.044,-0.0002,0.0112,0.0055,0.0093,-0.0199,-0.0005,0.0224,-0.0058,0.0001,-0.0001,0.0001,0.0063,0.001,-0.0086,0.0,-0.0004,0.0397,0.0009,-0.0202,-0.0003,-0.111,-0.0087,0.0215,0.0132,0.001,0.0308,-0.007,-0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
