Date,Close,High,Low,Open,Volume,FS,AZ,QA,EP,HD,SQ,GR,RG,KI,LS,YP,YU,CC,LG,OD,AT,CP,KK,TP,XL,XA,ZR,YB,DX,BQ,XC,PD,AR,AK,YJ,NI,AO,DH,DR,MG,RO,PC,AG,HP,BR,AD,FZ,ZP,SA,AI,CD,GI,IF,PO,MU,PG,RF,DU
2026-08-24,126.0,141.0,123.0,134.0,106981400,0.0298,-0.0174,0.0008,-0.0299,-0.0006,0.0731,0.0233,-0.0656,0.0025,0.2035,-0.4461,0.0044,-0.0574,-0.1798,-0.0639,0.0146,0.0533,0.0203,-0.0014,1.9,0.0006,0.0,-0.0403,-0.0002,0.034,-0.8011,-0.4337,-0.0386,0.0,0.0,0.3566,-0.114,-0.0209,-0.0402,0.2722,0.0261,0.0,-0.0006,0.0015,0.0,0.0001,0.0002,0.2481,-0.3068,0.0989,0.0,0.0,0.1766,-0.8494,-0.0068,0.0,0.0,0.0
2026-08-26,133.0,146.0,124.0,133.0,376208500,-0.0801,1.3,0.023,-0.297,-0.0091,-0.0664,0.2377,-0.1906,0.0735,-0.0862,-1.6,0.4179,1.6,-0.05,0.1202,0.0204,0.1513,0.0795,-0.0194,1.1,0.2091,-0.0068,0.817,0.1278,-2.2,-0.1747,-2.8,1.1,0.0,-0.0005,0.0994,-0.0055,0.0782,0.1992,0.168,0.0166,0.0,-0.0439,0.0531,0.0203,0.0143,0.0043,-0.1109,0.0,-0.0273,0.0654,0.0,0.0,-0.2766,-0.0143,-0.0,-0.0007,0.0
2026-08-27,133.0,139.0,127.0,133.0,84322300,0.0248,-0.1067,-0.0233,0.0401,0.0,-0.0253,0.2971,0.0,0.01,-0.0,-0.4731,0.0096,0.4619,-0.5333,0.0515,-0.021,-0.0551,0.0074,0.0,1.2,-0.0111,0.0,-0.0464,-0.1016,-0.0142,0.1481,0.0275,0.0387,0.0,0.0067,0.1232,-0.0136,0.0061,0.0612,-0.0097,-0.0307,0.0066,0.0002,0.0636,0.0187,-0.0046,0.0005,0.1056,-1.4,0.0393,0.0224,-300.0,0.1145,0.0,0.0,0.0,0.0,0.0
2026-08-28,129.0,136.0,128.0,135.0,36528700,0.0202,0.2816,0.0017,0.0927,0.132,-0.0273,0.0065,-0.0026,-0.0234,-0.0014,0.2872,-0.0739,-0.0851,0.0438,0.139,0.129,0.0149,0.0158,-0.0013,-0.9539,-0.1329,0.0013,-0.4341,0.0042,-0.0395,0.3656,0.026,0.052,0.0465,0.0017,0.0228,0.0016,0.0009,0.0195,0.0029,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
