Date,Close,High,Low,Open,Volume,AZ,BR,YP,DU,CC,OD,IH,AT,CP,KK,XL,ZR,YB,BQ,PD,XC,AR,IN,NI,SF,DR,EL,AD,XA
2026-08-24,314.0,316.0,296.0,314.0,1352500,-0.0082,0.0401,0.002,-0.0015,0.0019,0.0,0.0693,-0.0406,0.0416,0.0001,0.0021,0.0468,0.0,-0.0,0.0002,0.0029,-0.0499,-0.0476,-0.0019,-0.0559,0.0,0.0502,-0.0515,-0.0002
2026-08-26,314.0,316.0,312.0,314.0,1810400,-0.0087,-0.0109,-0.0046,0.0034,0.0001,0.0,0.003,-0.0154,-0.0122,0.0,-0.0081,-0.0028,0.0,0.0,-0.0033,-0.0003,0.0434,-0.0041,0.0,0.0065,0.0001,0.0167,-0.0028,-0.0002
2026-08-27,314.0,316.0,312.0,314.0,1513800,0.0019,-0.0123,-0.0333,-0.039,0.0009,0.0,-0.004,0.0551,-0.0015,0.0001,-0.0022,0.0034,-0.0058,0.0,0.0018,-0.0025,-0.0516,0.0493,0.0,0.0003,0.0,-0.0093,0.0487,0.0
2026-08-28,312.0,316.0,300.0,316.0,1555400,-0.0536,0.0099,-0.0283,0.0481,-0.0027,0.0026,-0.0078,-0.0019,0.0091,0.0001,0.0065,-0.0496,-0.0031,-0.0001,0.0063,0.0039,0.0709,-0.0473,0.001,0.0665,-0.0305,0.0,0.0,0.0
