Date,Close,High,Low,Open,Volume,CC,YP,KK,XL,XC,OD,PD,EP,DH,MG,GR,DR
2026-08-24,525.0,540.0,525.0,540.0,152300,-0.0068,0.0,0.0,0.0047,0.0,0.0,0.0001,0.0,0.0211,0.0,0.0,-0.0191
2026-08-26,525.0,530.0,525.0,530.0,12300,0.0,0.0058,0.0,-0.0017,0.0,-0.0038,-0.0003,0.0,0.0,0.0,-0.0001,0.0
2026-08-27,535.0,535.0,525.0,525.0,65600,-0.0297,0.0016,-0.0001,-0.0038,0.0006,-0.0003,0.0,0.0,0.0,0.0316,0.0,0.0
2026-08-28,535.0,545.0,520.0,540.0,1117400,-0.5682,0.0321,0.021,-0.001,0.0006,-0.0005,-0.0093,0.0005,0.5248,0.0,0.0,0.0
