Date,Close,High,Low,Open,Volume,AK,PG,GR,DR,PC,BQ,HP,RO,SQ,OD,DH,XC,KK,AT,YU,LG,PD,AG,EP,AZ,CC,NI,AI,YB,BB,XL,TP,ZP,YP,HD,CP,KI,BK,MG,RS,IF,CD,SS,TF,BS,IU,QA,RB,DX,YJ,XA,SH
2026-08-24,1915.0,1925.0,1775.0,1790.0,2636800,0.2059,-0.0758,-0.003,-0.0091,0.0,-0.003,0.0,0.0604,0.0975,-0.1173,0.0004,-0.0986,-0.1133,-0.0067,-0.0808,-0.0014,-0.1672,0.0011,-0.0013,0.021,1.9,-0.2323,0.0,-0.0079,-0.5036,-0.7264,0.0514,-0.1576,0.0947,0.0058,0.114,-0.0011,0.0245,0.0,0.0,-0.0589,-0.0018,-0.1261,0.0,0.0,0.0,-0.0143,0.0,0.0,-0.001,-0.0013,-0.0925
2026-08-26,1885.0,1955.0,1885.0,1915.0,2484100,0.4558,0.0,0.1926,-0.0249,0.0,0.0036,-0.0007,-0.0742,0.4367,0.062,-0.2187,-0.0835,-0.208,-0.0026,0.0019,0.0257,-0.1693,0.1329,0.0014,0.0019,0.5334,0.1784,0.0,0.0038,-0.4947,-0.7107,0.0701,0.0,-0.0255,0.0009,0.0485,0.0019,0.0222,-0.0019,0.0,-0.2114,-0.0029,0.0576,0.0,0.0,0.0,-0.0002,-0.0002,-0.0019,0.0,0.0,0.0
2026-08-27,2090.0,2240.0,1890.0,1890.0,6233200,0.1824,0.0,3.4,0.0371,0.0,0.0199,-0.04,-0.054,-0.4603,-0.084,0.0269,-0.2544,0.0023,-0.0064,-0.0058,-0.0773,-0.3857,-0.0229,-0.0106,-0.0596,-0.0532,-0.1036,0.0,0.0405,-0.5549,-0.1236,-0.2555,-0.6697,-0.8671,0.0149,0.2426,-0.0023,1.2,0.1079,0.0109,-0.1125,-0.0011,-0.3034,0.0006,-0.8028,0.0211,-0.0124,0.0,0.0,0.0,0.0,0.0
2026-08-28,2090.0,2130.0,2060.0,2090.0,1183500,-0.1142,0.3011,0.2356,0.0029,0.0002,-0.0115,-0.0035,-0.0088,0.0121,0.0061,-0.0299,0.0772,0.0493,0.005,-0.0104,0.0307,0.0127,0.0222,0.0099,-0.0093,-0.3438,0.02,0.0313,0.001,-0.3605,0.2444,-0.0509,-0.0116,-0.0824,-0.0051,-0.2618,-0.0124,0.2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
