Date,Close,High,Low,Open,Volume,AZ,PC,HP,EP,FZ,HD,SQ,GR,SA,KI,YP,CC,LG,OD,TP,CP,KK,XL,XA,YB,XC,PD,AK,BK,DH,YJ,NI,RO,AG,ZP,AI,JB,AT,DX,PG,BQ,DR,QA,CD,MG
2026-08-24,202.0,204.0,198.0,202.0,2994700,-0.0015,-0.0002,0.002,-0.0209,0.0,0.0005,0.0469,0.0004,0.0,0.0,-0.0702,-0.071,0.0129,-0.0066,0.0002,-0.002,-0.0148,-0.0025,0.006,-0.008,0.0545,-0.0282,0.0,0.08,0.0085,0.0013,-0.0065,0.0019,-0.0001,0.0142,0.0,0.0,-0.002,0.0,0.0,-0.0108,0.0106,0.0,0.01,-0.0042
2026-08-26,194.0,206.0,194.0,204.0,6133700,0.0,0.0,-0.055,0.0621,0.0,-0.0009,-0.1588,0.0041,0.0,0.0001,0.0182,-0.1328,-0.0001,-0.0058,0.1041,0.0,0.0462,0.2505,-0.0159,-0.0134,-0.0232,-0.0048,0.1103,0.0434,-0.0194,0.0,-0.1004,-0.1385,0.0195,0.0,0.0001,0.0098,-0.0022,0.0,0.0,0.0007,0.0014,0.0005,0.0,0.0
2026-08-27,198.0,200.0,192.0,194.0,3180500,0.001,0.0,-0.003,0.0003,0.0,0.0034,0.0053,0.003,0.0,0.0,0.0032,-0.0067,-0.1758,-0.047,-0.0004,-0.0001,-0.0006,0.0251,0.0,-0.0098,-0.003,-0.0053,0.0,0.1124,-0.0197,0.0,0.1272,-0.001,-0.0001,0.0029,0.0,-0.01,0.0013,0.0001,-0.0021,-0.0004,-0.0001,0.0,0.0,0.0
2026-08-28,202.0,202.0,198.0,198.0,4034000,-0.0005,-0.0001,-0.0045,0.0516,-0.0202,-0.0066,0.0036,0.0028,-0.02,-0.0175,0.0696,-0.0481,0.0269,-0.0037,0.0018,0.002,-0.005,-0.0778,0.0002,-0.0044,0.1186,0.0101,0.109,0.0336,-0.046,-0.0081,-0.0069,-0.1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
