Date,Close,High,Low,Open,Volume,CP,KK,PC,XL,EP,FZ,SQ,BQ,XC,PD,DR,BR,YP,NI,CC,OD,RO,AZ,KI
2026-08-24,380.0,380.0,370.0,370.0,38200,0.0,0.0,0.0087,0.001,0.0,-0.0111,0.0001,-0.0001,-0.0004,0.0,-0.0001,0.0001,0.0003,0.0,0.002,-0.0004,0.0,0.0,-0.0
2026-08-26,380.0,384.0,356.0,378.0,78500,0.0,0.0,0.0,-0.0165,-0.0001,0.0019,0.0,0.0,0.0107,-0.0006,0.0,0.0061,-0.0002,0.0,-0.0008,-0.0002,0.0001,0.0002,-0.0006
2026-08-27,410.0,410.0,362.0,362.0,535900,0.102,-0.0,-0.0256,-0.0109,-0.0017,0.0316,-0.004,-0.0023,-0.0018,0.0003,0.0,-0.0807,-0.0004,-0.002,-0.0031,-0.001,-0.0001,-0.0002,0.0
2026-08-28,384.0,410.0,378.0,410.0,1190600,-0.013,0.0008,0.0466,0.085,0.0,-0.14,-0.002,0.0026,0.0056,0.0028,0.0001,-0.0035,-0.0009,0.0016,0.0078,0.006,0.0003,0.0,0.0
