Date,Close,High,Low,Open,Volume,AZ,AG,QA,EP,HD,SQ,YP,BR,YU,LG,OD,TP,AT,KK,CP,XL,XA,YB,BQ,XC,PD,AK,DH,NI,CC,IF,DR,MG,ZP,GR,KI,FZ,DU,AO
2026-08-24,125.0,129.0,121.0,125.0,9390200,0.0242,0.0,0.0,0.001,0.0,0.0358,0.0418,0.0,0.0,0.0053,0.0028,0.0,0.0,0.0426,-0.0024,0.0312,0.0005,0.0015,-0.0008,-0.0471,0.1592,0.0555,0.0,0.0231,0.0693,0.0004,0.0005,-0.2594,0.0302,-0.2155,-0.0,0.0005,0.0,0.0
2026-08-26,116.0,128.0,115.0,125.0,11945700,-0.1293,-0.0001,0.0015,-0.0025,0.0,-0.0003,-0.0492,0.0,0.0001,-0.0136,0.0221,0.0,0.0,0.0151,0.0237,-0.146,0.0008,0.0037,0.0015,0.0206,0.0395,0.0066,0.2188,0.0298,-0.0472,0.0,0.0398,-0.0036,-0.0135,-0.1689,0.0,0.0006,0.0,0.15
2026-08-27,121.0,122.0,114.0,116.0,3253600,-0.0033,0.0,-0.0007,0.0002,0.0,-0.0015,0.0302,0.0,0.0081,0.0049,-0.076,0.0,0.0,-0.0175,-0.0049,0.091,0.0017,0.0025,0.0061,-0.0062,-0.031,-0.0225,0.0001,0.006,0.0399,0.0063,-0.0004,0.0,-0.0358,0.0025,-0.0,0.0,0.0,0.0
2026-08-28,121.0,127.0,116.0,121.0,13740900,-0.0341,0.0,-0.0009,0.03,0.1589,0.0264,0.1018,-0.0002,-0.0,0.0081,0.0239,0.0244,0.0002,0.0198,-0.0029,0.0712,-0.1598,-0.0035,0.0106,0.1003,-0.111,-0.095,-0.0016,0.0059,-0.0982,-0.0024,-0.08,0.0081,0.0,0.0,0.0,0.0,0.0,0.0
