Date,Close,High,Low,Open,Volume,AT,CP,RO,ZP,NI,SQ,IF,XL,YB,FS,CD,KI,AZ,DX,IH,YP,OD,DH,PO,MI,XC,LS,LG,HD,PD,BQ,DU,HP,SH,EP,AO,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,TP,AG,FZ,QA,AI,IU,PG
2026-08-24,545.0,555.0,515.0,530.0,61073600,-0.0231,-0.0269,3.1,-0.0449,-0.1553,-0.0121,-0.0212,-0.2847,-0.1215,0.4165,0.0003,0.0002,0.0001,-0.5712,0.9897,-0.1296,-0.0834,-0.0487,-2.2,-1.3,-0.2141,0.0,0.0,0.0217,-0.03,0.0,-0.0825,-0.0255,0.0,0.01,0.0,-0.0718,0.9303,4.9,-1.4,0.1446,-0.0164,0.6314,-0.1001,0.0,0.0,-3.8,0.0,0.0001,0.0004,0.0,-0.3966,-0.0161
2026-08-26,545.0,565.0,525.0,545.0,56414800,0.0029,-0.7568,1.7,0.9902,-0.1018,-0.0115,0.0,-0.6342,-0.0386,-1.9,0.0,0.0597,-0.0688,-0.0146,-0.8803,-0.6232,0.0,-0.0446,0.7419,4.0,-0.1363,0.0,-1.2,-0.019,-0.2533,0.0504,0.0,-0.0192,-0.109,-0.0271,0.0,-0.0351,-0.0669,1.7,-1.7,0.8313,-5.1,-0.2051,-0.1026,0.0,0.0054,3.9,0.0001,0.003,0.0,-0.055,0.0,0.0
2026-08-27,560.0,560.0,530.0,545.0,57310600,-0.0039,0.8169,-3.6,0.0694,0.0011,0.111,-0.0001,-0.3231,-0.0125,1.7,-0.0001,0.0297,0.0002,0.0,-0.1375,4.9,-0.0423,-0.0079,-0.77,-0.9612,-0.0516,0.0,0.0875,0.0016,-0.0682,-0.0015,0.1095,-0.0029,0.0,-0.0939,-0.0005,-0.0588,0.333,-2.9,1.2,0.2737,-0.0668,0.9982,-0.0572,0.0,-0.0044,-1.6,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,600.0,600.0,545.0,560.0,103851000,-0.0095,-0.0212,3.7,0.2562,-0.0243,-0.0484,0.0244,0.3852,0.0103,0.2458,-0.0177,-0.0991,-0.0224,-0.0153,-0.5217,-1.4,0.0615,0.0156,-0.0103,-4.2,-0.115,0.0003,-0.9001,-0.0102,0.3116,-0.0416,-0.115,0.0006,-0.0601,0.0032,0.0032,-0.0989,-0.0287,0.4473,-2.5,0.019,6.1,-0.7165,0.1481,-0.234,-0.1429,-0.382,0.0,0.0,0.0,0.0,0.0,0.0
