Date,Close,High,Low,Open,Volume,AK,AT,XL,HD,KK,DR,LG,DH,YU,QA,IF,NI,XA,KI,YP,AZ,SQ,CP,CC,BQ,PD,GR,XC,OD,ZP,MG,AI,EP,AG,RO,TP,YB,PC
2026-08-24,93.0,96.0,93.0,94.0,3000200,-0.0048,0.0,-0.063,-0.0,0.0049,0.0,0.001,0.0005,0.0,0.0043,0.0,0.0035,0.0384,0.0,-0.0366,0.0,0.0,0.0094,0.0386,-0.0007,-0.0002,0.0,-0.0041,0.0078,0.0,0.0,-0.0,-0.0005,0.001,0.0006,0.0,0.0,0.0
2026-08-26,88.0,95.0,88.0,93.0,5030200,-0.0007,0.025,-0.157,-0.0002,0.0176,0.0,0.0038,0.0,0.0,0.0,0.0003,-0.0055,-0.0023,0.0,0.0252,0.0001,0.0091,-0.0187,-0.0027,0.0002,0.0231,0.116,0.0051,-0.0107,0.0,-0.0002,0.0,-0.002,-0.027,0.0022,-0.0009,0.0,-0.0001
2026-08-27,89.0,90.0,85.0,86.0,6096000,0.0037,0.008,0.0607,0.0001,0.0193,0.0001,0.0017,0.0005,-0.0358,0.0,0.0002,-0.038,-0.0313,0.0,-0.0303,-0.0001,0.0077,-0.0231,0.0572,0.0079,-0.0195,0.0177,-0.0177,0.0131,0.0017,-0.0044,-0.0,0.0001,0.0,0.0002,0.0,0.0,0.0
2026-08-28,90.0,92.0,89.0,90.0,2256000,0.0039,-0.0086,-0.0109,-0.0002,0.0006,0.0002,0.0009,0.0126,-0.0074,0.0026,0.0001,-0.0014,-0.0002,0.0,0.0128,0.0001,-0.0001,-0.0007,0.0208,-0.0075,-0.0129,0.0108,-0.0083,-0.0057,-0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
