Date,Close,High,Low,Open,Volume,YU,CC,YP,DR,KK,XL,XC,OD,DU,KI,PD,BQ,ZP,EP,MG,HD,NI,GR,PC,TF,IF,DH,XA,SS,CP,JB,QA,HP,SQ
2026-08-24,191.0,194.0,189.0,191.0,185000,0.0015,0.0,-0.0049,-0.0005,0.0,0.0011,-0.0002,0.0005,0.0,-0.0004,-0.0132,-0.0003,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0
2026-08-26,185.0,192.0,184.0,190.0,206200,0.0,-0.0004,0.0044,0.0036,0.0,0.018,-0.0005,0.0017,0.0,0.0005,-0.0091,0.0,0.0,0.0002,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0008,0.0,0.0,-0.0188,0.0,0.0,0.0,0.0
2026-08-27,190.0,216.0,187.0,187.0,3336000,0.0,0.0087,-0.0044,-0.008,0.001,0.0288,-0.0029,-0.0009,0.0005,0.0003,-0.0028,-0.0021,-0.001,-0.0001,-0.0001,-0.0007,-0.001,-0.0005,-0.0,0.0009,-0.0006,-0.0003,0.0001,-0.0004,0.0019,0.0001,-0.0166,-0.0,900.0
2026-08-28,189.0,198.0,189.0,192.0,457100,-0.0,-0.0011,0.0001,0.0,0.0014,0.0001,-0.0005,0.0001,-0.0004,0.0002,-0.0013,0.0003,0.0009,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
