Date,Close,High,Low,Open,Volume,YU,MG,YB,CC,LG,DR,NI,KK,XC,GR,AZ,BK,SF,PD,YJ,DH,RB,XA,RO,AT,DX,YP,XL,CP,RG,HP,AI,OD,SQ,KI,QA,BQ,ZP,AK,EP,CD,AG,IF,ZR,DU,PC,FZ,SA,PG,AO,IH,GI,FS,PO
2026-08-24,118.0,132.0,118.0,131.0,117301700,-0.5338,-0.2028,0.0213,-1.3,0.2887,-0.0175,-0.002,0.1538,0.7916,0.1113,0.0128,-0.0501,0.243,-0.0006,0.6537,-0.0081,-0.0373,0.0256,-0.0251,0.003,-0.0492,0.451,0.0207,-0.86,0.0006,0.8454,-0.0001,-0.0068,0.0287,0.0006,0.003,-0.0482,0.359,-0.0732,0.0315,0.0,0.0008,0.0208,0.0,0.0,-0.003,0.0002,0.0,0.0236,-0.8378,-0.0472,-0.0001,0.0008,0.0024
2026-08-26,118.0,128.0,108.0,108.0,120612800,-0.0119,-0.0767,0.1318,0.213,0.3788,0.056,0.027,-0.9614,-0.2955,-0.0581,-0.0098,0.012,0.0,-0.2926,0.1064,-0.0317,0.0,-0.0452,-0.0004,0.0127,-0.0016,0.1414,0.6819,-0.2097,0.0,0.0112,0.0118,0.0102,-0.0898,-0.0355,0.0021,0.0829,-0.1331,-0.2051,0.0464,0.001,-0.0004,0.0212,0.0024,-0.0073,-0.0003,-0.0002,-0.1222,-0.0248,0.6632,0.0,0.0,0.0,0.0
2026-08-27,119.0,127.0,112.0,127.0,30529500,0.0111,-0.0004,0.0145,0.053,0.0331,-0.0094,0.0227,0.0477,-0.0019,-0.0003,0.0135,0.0094,0.0126,0.0831,-0.2121,0.001,0.0,0.0747,-0.0,-0.005,0.0012,-0.149,-0.2397,0.0163,0.0,0.0122,0.0,0.0108,0.0037,0.0116,-0.001,0.0731,0.1402,-0.0298,-0.0095,-0.001,0.0133,0.0024,-0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,117.0,123.0,115.0,120.0,42919500,-0.0003,-0.0037,0.0245,0.3327,0.4524,0.0127,-0.0005,-0.1789,0.1977,0.0509,-0.0012,-0.0215,-0.0,0.1319,-2.2,0.0024,0.0,0.0058,0.0002,0.0018,0.0005,-0.2156,0.4931,0.5222,0.0001,0.0151,0.0002,-0.0344,0.1837,0.1481,-0.0001,0.0081,0.008,0.0272,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
