Date,Close,High,Low,Open,Volume,HP,QA,PO,GR,LS,YP,LG,MI,OD,IH,CP,XA,PG,PD,BK,DH,AK,NI,CC,RO,FS,AZ,ES,EP,FZ,HD,ZP,SQ,KI,AI,RS,YU,DU,AT,TP,KK,XL,TF,YB,CD,BQ,XC,YJ,IF,DR,MG,RF,AO,AG
2026-08-24,5350.0,5400.0,5225.0,5250.0,255900,-0.0011,0.0,0.0,-0.0042,0.0,0.096,0.0,0.0026,0.0005,0.0,-0.0595,0.0533,0.0,-0.0247,-0.0356,0.0032,0.055,-0.0056,0.055,-0.0011,0.0011,-0.0639,0.0,-0.0049,0.0,0.0,0.0958,-0.0236,0.0,0.0,0.0,-0.0027,0.0,0.0027,-0.0054,0.0067,-0.03,0.0011,0.0075,0.0,-0.0059,-0.1496,0.0,0.0373,-0.0005,0.0065,0.0,-0.0005,-0.0054
2026-08-26,5150.0,5375.0,5150.0,5375.0,287500,0.0,0.001,0.0,0.0026,0.0,0.2275,0.0015,0.0,-0.0021,0.0,-0.0121,-0.137,0.0,0.0523,-0.0934,0.0082,-0.0585,0.0005,-0.1129,0.0032,0.0026,0.0305,0.0,0.0,0.0,0.0,0.0036,-0.0442,-0.012,0.0,0.0,0.0031,0.0,0.0,0.0026,0.0779,-0.1661,0.0,0.0064,0.0,0.0,0.2266,0.0,0.0,-0.0053,-0.0064,0.0,0.0,0.0
2026-08-27,5300.0,5425.0,5000.0,5025.0,441900,0.0535,-0.0011,0.0,0.0151,0.0,0.0286,0.1278,0.0,0.0063,0.0,-0.0112,-0.0702,0.0,0.0519,0.1202,0.0077,0.0547,0.0005,-0.043,0.0106,0.0,0.1081,0.0,-0.0005,0.0,0.0,0.0063,-0.0336,0.202,0.0126,0.0,0.0025,0.0,0.0,0.0026,0.0026,-0.1942,0.0,0.1297,0.0,0.0,-0.1646,0.0,0.0,-0.028,0.0052,-0.4026,0.0005,0.0
2026-08-28,5600.0,6175.0,5225.0,5300.0,3789700,0.6456,0.0001,0.0013,0.0743,-0.0057,0.4676,0.0435,0.0084,-0.0119,0.6815,0.1895,0.7966,-0.0585,0.05,-1.2,-0.2003,-0.0027,0.1685,-0.5819,-0.0479,-0.0084,-0.146,-0.0014,0.0235,-0.0068,0.2339,-0.0343,-0.2836,-0.8772,-0.0142,-0.1394,-0.04,0.0001,0.0028,-0.1183,0.0047,-0.1285,-0.0029,0.3177,0.017,0.3464,-0.421,0.0015,0.0,-0.0099,0.2824,0.0,0.0,0.0
