Date,Close,High,Low,Open,Volume,RO,CC,YP,NI,DR,XL,XC,AZ,PD,ZP,BQ,MG,KK,OD,QA,CP,AI
2026-08-24,286.0,292.0,270.0,274.0,527400,-0.0,-0.002,-0.0763,-0.0009,-0.0011,-0.0106,0.0,-0.0011,-0.0011,0.1142,0.0,0.0,0.0,-0.0013,-0.0004,-0.0182,-0.0012
2026-08-26,280.0,288.0,270.0,284.0,195500,0.0,-0.0057,-0.0021,-0.0006,0.0006,0.0068,0.0002,-0.0,-0.0008,0.0237,0.0027,-0.0207,-0.0032,0.0001,-0.0008,0.0,0.0
2026-08-27,284.0,288.0,266.0,266.0,220900,0.0,-0.0078,-0.0014,-0.0072,0.0,0.0286,0.0065,-0.001,-0.015,0.0,-0.0028,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,290.0,290.0,270.0,282.0,181200,-0.0003,0.0074,-0.0014,-0.0109,-0.0003,-0.004,0.0003,-0.002,0.0013,0.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
