Date,Close,High,Low,Open,Volume,AK,BQ,DR,GR,MG,HP,RG,RO,AO,SQ,OD,DH,XC,YJ,KK,AT,LG,PD,LS,AZ,EP,XA,AG,CC,NI,IF,AI,TP,XL,YB,YP,ZP,CP,QA,CD,KI,AR,YU,BR,RF,ID,PG,MU,OK,EL,PC,SH,AD,IN,FS,DX,BB,BS
2026-08-24,470.0,490.0,470.0,490.0,35223400,-1.2,-0.0841,-0.1214,0.7373,-0.757,0.4326,0.0483,0.0167,0.0966,0.2862,0.0,-0.1395,-0.4065,0.0199,-0.092,0.0498,0.1109,-0.3528,0.0,0.0853,0.2147,0.0041,0.0047,0.9443,-0.2204,0.0,-0.0989,0.0932,-0.2806,0.0099,0.7929,-0.0086,0.0436,0.0,0.0,0.1101,0.0,0.0211,-0.0009,0.0,0.0,0.0118,-0.14,0.0,0.0,0.0717,0.0,0.0072,0.0,0.1734,0.0037,-0.4814,-0.0
2026-08-26,452.0,476.0,452.0,470.0,57552600,-0.3219,-0.0641,0.1192,-0.8508,-0.0477,-7.0,0.0,0.0721,0.0448,-0.0475,-0.0635,-0.0622,0.9934,0.0338,0.262,-0.0171,-0.252,-0.1326,0.0162,8.5,-0.0722,-0.0088,0.0022,0.324,-1.3,0.0041,0.092,-0.0021,-0.4514,-0.1818,0.1136,0.1198,-0.1127,-0.0084,0.016,-0.0892,0.0046,0.0301,0.1258,0.0,0.0,0.0115,0.0015,0.0027,0.0009,0.0234,-0.0233,-0.0092,-0.0,0.1616,0.0114,0.0,0.0
2026-08-27,470.0,470.0,446.0,452.0,34572200,2.9,0.0164,0.1512,0.0526,0.0212,-0.062,0.0014,0.008,-0.047,-0.7509,-0.0851,-0.0219,-0.4627,0.0073,-0.1162,-0.0139,0.055,-0.0727,-0.0032,-0.0412,0.0786,0.0046,-0.0041,-0.1186,-0.0394,-0.114,-0.0416,-0.1452,-1.3,0.0933,0.2132,-0.0809,0.0323,0.0009,0.1473,-0.1168,-0.0047,-0.0107,-0.0462,-0.0419,-0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,462.0,474.0,460.0,470.0,19800400,-2.1,0.1194,0.0542,-0.0875,-0.0215,-0.2205,-0.0046,-0.0038,0.0737,0.7274,0.0627,0.0534,0.161,0.0383,0.2591,0.0217,0.0563,-0.3201,0.0007,-0.2048,-0.054,0.0244,-0.0059,0.4684,-0.0966,0.0008,-0.0351,0.0563,1.0,-0.0327,0.1468,-0.0003,-0.0223,-0.0004,0.0025,-0.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
