Date,Close,High,Low,Open,Volume,AI,LG,HD,PD,CP,AT,RO,BQ,FZ,HP,ZP,NI,EP,SQ,AO,PI,DR,IF,XL,QA,BK,YB,FS,MG,AZ,AK,GR,CC,KK,AG,YJ,YP,XA,DH,OD,XC,BR,KI,PC,YU,TP,DX,CD
2026-08-24,71.0,73.0,70.0,72.0,32288600,0.0,-0.0052,0.0015,-0.315,-0.0347,0.0038,-0.0532,0.0,-0.0013,0.0,-0.0158,0.3671,-0.1633,-0.042,0.0,0.0,0.0107,0.0,-0.1642,-0.0269,0.0,0.0717,0.0007,0.1508,0.0038,-0.0172,0.0025,-0.1968,0.2985,0.0,0.0328,0.1213,0.0,-0.0006,0.0002,-0.022,-0.0072,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,69.0,71.0,69.0,70.0,55786100,0.0,0.0002,0.0015,-0.2151,-0.0064,0.0728,-0.3469,0.0,0.0,0.0068,-0.0011,0.6193,0.0352,0.0805,0.2,0.0,-0.0138,-0.0,0.3132,-0.0014,0.0,0.098,0.0007,0.3541,0.0487,-0.4003,-0.0319,-0.6963,0.0943,0.0005,0.0343,-0.1787,0.0,0.0018,-0.0038,-0.0591,-0.014,0.0,-0.0001,0.0175,0.0001,-0.0107,0.0
2026-08-27,72.0,72.0,67.0,68.0,68300000,0.0,-0.0122,-0.0015,-0.3664,-0.0499,-0.0114,-0.0009,-0.3618,0.0,-0.0142,0.0,0.2451,-0.0407,-0.0022,0.0,0.0,0.038,0.0005,-0.6972,-0.0001,0.107,-0.1461,0.0,-0.6298,1.4,0.2267,-0.0037,0.4615,0.1248,0.0,0.0,-0.2109,-0.0,-0.0103,0.0016,0.0078,-0.014,-0.0,-0.0002,-0.002,0.0,0.0,0.0
2026-08-28,74.0,74.0,71.0,72.0,60545300,-0.0146,-0.0023,0.0007,-0.0572,0.0372,-0.0523,0.0003,0.0001,-0.0074,0.0002,0.1627,0.1719,-0.1452,-0.0785,-0.5766,-0.0352,0.0227,-0.1476,0.2323,-0.0017,0.1649,-0.0986,-0.0014,-0.0006,0.033,0.313,-0.0281,0.0292,0.0156,-0.0015,-0.0886,-0.3929,-0.0407,0.1036,0.0043,0.4792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
