Date,Close,High,Low,Open,Volume,HD,PD,CP,BQ,RO,TF,NI,SQ,EP,QA,DR,XL,BK,YB,CD,MG,YU,AZ,KI,AK,CC,KK,DX,YP,XA,DH,OD,XC,LG,ZP,IF,FS,BB,TP,AI,AR,ES,GR,LS,SS
2026-08-24,1455.0,1510.0,1435.0,1485.0,592800,-0.0,0.093,-0.0038,-0.2563,0.0624,0.0009,0.0091,0.0111,0.0,0.0001,-0.0,0.0277,-0.0021,0.0,0.0039,0.0023,0.0,0.0556,0.0001,-0.0003,-0.1215,0.0049,-0.0015,0.0313,0.02,0.0068,0.0341,0.0128,0.0006,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,-0.0008,-0.0218,0.0015
2026-08-26,1470.0,1510.0,1420.0,1440.0,876800,0.0076,-0.0289,0.0327,-0.165,-0.0001,0.0017,-0.0046,-0.0133,-0.0152,-0.0005,-0.0405,-0.0578,0.0021,0.0335,0.0,-0.0105,0.0025,0.0202,0.0001,0.0,0.2381,-0.0062,-0.003,-0.0473,0.0154,-0.0112,0.0001,0.0077,0.0001,0.0749,0.0002,0.0,0.0,0.0001,-0.0075,-0.0296,-0.0001,-0.0005,0.0045,0.0
2026-08-27,1495.0,1525.0,1445.0,1470.0,672600,-0.008,-0.0022,0.0082,0.0,0.0015,-0.0059,0.0059,0.0011,0.0003,-0.0,-0.0005,-0.0745,-0.0033,0.025,0.0022,0.01,0.0083,0.0015,0.0,-0.0004,0.1605,0.011,-0.003,0.0473,0.0015,-0.0046,-0.0008,-0.0249,0.0001,-0.0774,-0.0001,-0.0008,-0.0792,0.0011,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1480.0,1500.0,1465.0,1495.0,157500,-0.0003,0.0046,0.0078,0.0015,-0.0001,0.0007,0.0317,0.0028,-0.0012,0.0001,0.0056,-0.0347,0.0027,-0.0004,-0.0074,0.0074,0.0001,-0.0018,-0.0001,-0.0004,0.0136,-0.023,-0.0015,-0.0103,-0.0015,0.0004,-0.001,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
