Date,Close,High,Low,Open,Volume,RB,TP,AK,YB,XL,HD,KK,YJ,DH,IF,NI,YP,CC,EP,BQ,PD,XC,OD,BK,RO,SQ,DR,HP,LG,GR,MG,QA,XA,AZ,CP
2026-08-24,163.0,164.0,160.0,163.0,1362100,0.0,0.0,0.0449,0.0,-0.0176,-0.0018,0.0041,0.0,0.0,0.0,0.0,-0.0061,-0.0506,0.0,0.0,0.0283,0.0045,-0.016,0.0,-0.0002,0.0,0.0032,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0001
2026-08-26,157.0,164.0,156.0,163.0,3529600,0.0,0.0,-0.0494,-0.0111,-0.016,-0.0005,-0.0042,0.0,-0.0006,0.0,-0.003,0.0482,-0.0005,0.0022,0.0056,0.0191,-0.0043,0.0065,0.0007,0.005,-0.001,-0.0001,0.0,0.0006,0.004,0.0,0.0,0.0002,-0.0,-0.0011
2026-08-27,159.0,161.0,152.0,153.0,1551300,0.0111,0.0,0.0094,-0.0007,-0.027,-0.0,-0.0014,-0.0,0.0,0.0008,-0.006,0.0042,0.0348,0.0024,0.0002,-0.003,-0.0136,-0.0048,0.0002,0.0,-0.0008,-0.0059,0.0001,0.0002,-0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,160.0,162.0,158.0,161.0,2071400,-0.0053,-0.0312,-0.0006,0.003,0.1203,0.0013,-0.0021,0.0001,-0.0064,0.0002,-0.0001,-0.01,0.0082,0.0001,0.0009,0.0004,-0.06,-0.018,-0.001,0.0002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
