Date,Close,High,Low,Open,Volume,YB,XL,HD,LS,KZ,KK,JB,DH,YU,FZ,IF,XA,KI,BB,YP,CC,DX,PD,GR,OD,XC,AK,ES,BR,AT,MG,RF,YJ,DR,DP,LG,NI,AZ,SQ,CP,TF,EP,BK,RX,ZP,TP,SF,QA,GA,AR,BQ,HP,IH,AG,CD,RG,RO,BS,AI,MI,EL,FS,GI,DD,SS,PO,AH,ZR,PG,AO
2026-08-24,6400.0,6450.0,6350.0,6450.0,81295600,2.6,9.1,6.6,0.0,8.9,-0.4075,0.0,0.9482,0.7932,0.0,0.0,0.0,2.0,-9.7,8.1,-10.4,0.3906,0.4403,-13.0,3.5,3.8,-40.3,0.0,-0.7335,0.0,0.4198,0.6375,-0.0967,0.9034,0.0,-6.7,-2.9,0.4318,9.7,-2.2,0.0,0.808,-24.1,-134.7,176.8,-2.6,0.0,0.0,0.0,-0.0638,-0.034,-0.1851,0.0,4.2,1.6,-0.9563,0.2408,0.0,3.7,0.0,0.0,-0.0048,0.0,0.0,0.4512,-0.0026,-0.0006,1.3,-0.0006,-0.0007
2026-08-26,6350.0,6450.0,6350.0,6450.0,86115900,-2.5,-15.2,-0.612,0.043,-3.9,-0.8257,0.2186,0.2328,63.2,0.0,6.5,-2.8,-0.701,-43.2,-24.0,30.4,-11.2,-23.0,-3.5,-4.8,3.5,-7.4,0.1276,0.1083,0.0,-1.4,0.0,0.4234,6.1,0.0,1.3,-8.7,0.2323,-2.1,-2.7,0.0032,-5.1,-6.0,-83.5,143.2,5.3,0.0,0.009,0.0,0.5734,-1.3,-1.0,0.0,-4.5,0.0,0.0,0.2508,0.0064,-0.9365,0.058,0.0635,0.007,0.0006,0.0076,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,6400.0,6425.0,6325.0,6350.0,60556000,2.5,-1.3,-0.6786,-1.2,36.8,-0.3931,-0.2091,-2.1,1.8,-2.1,-0.2348,-0.595,0.0367,-2.2,-4.2,-8.2,-32.9,-8.6,-0.1743,-3.6,2.2,16.1,0.0,0.0,0.0284,0.8469,-3.1,0.8501,-1.2,0.1149,1.3,8.1,0.9129,27.3,32.6,0.0096,2.2,4.7,-140.3,63.8,14.3,0.0013,0.227,-0.192,0.2614,0.0616,-0.1483,-0.8082,-0.4591,-1.6,0.0006,-0.2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,6475.0,6525.0,6400.0,6425.0,156445200,1.4,-81.3,-7.1,0.0508,-3.1,-7.8,0.0006,-3.0,-41.8,0.6928,-12.3,-3.6,-6.5,262.4,-38.6,9.5,70.7,-19.4,-12.3,41.7,-30.7,82.1,-2.1,3.2,-10.6,-6.4,0.0013,-2.8,-3.6,0.3401,-3.4,-7.7,-2.2,-66.8,-5.4,0.0098,-7.5,96.0,-208.5,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
