Date,Close,High,Low,Open,Volume,HD,DP,KI,YP,MI,OD,AT,CP,KK,XL,XA,CD,YB,PD,XC,AK,NI,CC,IF,PC,AG,FZ,SQ,AI,BQ,DR,HP,GI,RO,AZ,RB,QA,EP
2026-08-24,181.0,183.0,180.0,180.0,348900,-0.0001,0.0,0.0001,0.0092,0.0028,0.0,0.005,0.0,0.0012,-0.0109,0.0,0.0009,0.0001,0.0173,-0.0092,-0.0,-0.0165,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0008
2026-08-26,179.0,182.0,179.0,182.0,370600,0.0,0.0,0.0004,0.0264,0.0,0.0,-0.0015,0.0002,-0.0076,-0.02,0.0004,0.0019,0.0,0.0001,0.0005,-0.0022,0.0025,-0.0032,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0001,0.0018,0.0,0.0002,0.0,0.0,0.0,0.0
2026-08-27,180.0,186.0,178.0,179.0,524300,-0.0,0.0,-0.0013,-0.0234,-0.0021,-0.0,0.0,0.0002,0.0008,-0.0177,0.0005,0.0008,0.0,-0.0008,0.0014,-0.0024,0.0045,-0.01,0.0,0.0,-0.0001,0.0002,0.0493,0.0002,0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,183.0,185.0,180.0,182.0,1157000,-0.0,0.1807,-0.0001,-0.0763,-0.0027,-0.0002,-0.0035,0.0002,-0.064,-0.0182,0.0,0.0041,0.0001,-0.0059,-0.0035,-0.0001,-0.0104,-0.0007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
