Date,Close,High,Low,Open,Volume,AG,HP,QA,RG,GR,LS,YP,LG,OD,CP,XA,PD,BK,AK,DH,NI,CC,IT,RO,AZ,EP,FZ,ZP,HD,SQ,DP,KI,YU,RS,AT,TP,KK,XL,TF,YB,BQ,XC,YJ,AO,IF,DR,MG,FS,PF,BB,DD,DX,AI,AR,BS,OK
2026-08-24,268.0,272.0,264.0,270.0,45866800,-0.0943,-0.0457,0.0002,0.0,0.0035,-0.0001,0.2569,0.9993,-0.2653,0.1866,0.0155,0.1901,-0.2935,0.9617,0.0831,-0.036,-0.3066,0.0,-0.013,-0.0055,0.0008,0.0,0.0947,-0.01,0.395,0.0,-0.0032,-0.2695,0.0,0.0025,0.2379,0.4853,0.6235,0.0002,-0.0512,-0.0179,0.1896,0.0053,-0.0216,0.1727,-0.0349,0.005,0.0,0.0,-3.5,0.0,-0.0006,0.0,0.0,-0.0001,0.0266
2026-08-26,262.0,268.0,262.0,268.0,45552700,0.0,-0.0244,0.0002,0.0,-0.1628,-0.0266,-0.3898,0.0007,0.076,-0.0354,0.0034,-0.3232,-0.9312,0.8716,0.0028,-0.5185,-0.9618,0.0,-0.0005,-0.0104,0.0266,0.0,0.5777,-0.0002,-1.3,0.0,0.081,-0.4582,0.0,-0.0023,0.0232,0.4888,-0.4476,-0.0001,-0.2245,-0.001,0.0339,-0.0025,0.0105,-0.2043,0.6966,-0.0583,-0.0061,0.0,3.2,0.0075,-0.0012,0.032,-0.0492,0.0,0.0
2026-08-27,268.0,272.0,260.0,262.0,44840900,0.0,0.0314,0.0,0.0,-0.0557,-0.0057,0.0548,-0.5927,-0.4522,0.124,-0.0184,-0.2124,0.0204,2.4,0.0313,0.0339,-1.1,-0.0945,-0.0139,0.064,-0.2305,-0.0132,-0.3072,0.0105,0.0096,0.0,0.0009,1.9,0.0,0.0012,-0.3952,-1.3,0.1575,0.0,-0.0428,-0.0117,-0.3462,0.0384,-0.0189,0.0516,0.8061,-0.2207,-0.0133,-0.0135,-0.2695,0.008,-0.0592,0.0,0.0,0.0,0.0
2026-08-28,272.0,274.0,268.0,270.0,48685300,0.0,-0.136,0.0179,0.0054,0.0056,0.008,0.286,-0.8041,1.1,-0.167,-0.0008,-0.4474,0.3173,-1.2,-0.1017,-0.0366,0.7118,-0.0272,-0.001,0.0202,-0.5196,-0.544,1.7,-0.0061,-2.9,0.756,-0.0018,2.4,-0.0082,0.0009,-0.4008,0.8456,-0.815,-0.001,-0.0571,0.5439,-0.1962,-0.0023,-0.0217,-0.2025,-0.0163,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
