Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KZ,SH,DH,YU,FZ,IF,AI,XA,KI,ZP,YP,PC,MU,CC,DX,BQ,PD,GR,OD,XC,AK,BR,MG,AT,DR,AO,LG,IU,PF,NI,AZ,CP,EP,AG,CD,BK,SQ,SF,KK,QA,MI,RF,YJ,HP,OK,DP,DD,RG,RO,AR,SA,RB,PG,IH,BS,SS,BF
2026-08-24,452.0,466.0,450.0,460.0,307233400,0.0739,-6.2,10.3,0.2699,0.353,0.0,0.0,0.6517,-3.7,-0.5993,-0.0117,0.4514,-0.0634,0.3416,0.8475,0.2166,0.0,-0.0213,4.6,0.2321,1.0,-0.5106,-0.8446,1.9,4.0,-11.1,0.0,-0.4834,-0.0332,0.5138,0.5391,-0.1309,-0.0376,1.8,-0.6968,1.2,-1.5,1.2,-0.1472,0.1037,-0.0291,-3.2,0.0686,0.3681,0.0,0.0,-0.3241,0.4702,0.3272,0.0,0.0,0.0,-0.0002,-0.213,0.0,0.0,-0.0022,0.0,-0.9254,-0.0429,-1.4,0.454
2026-08-26,420.0,456.0,420.0,454.0,521980200,-0.1061,-4.9,-0.5301,0.3168,0.0,0.0,0.0,0.6118,-4.9,-1.3,-0.5487,-2.0,0.6591,2.4,0.6403,-0.6732,0.1402,0.2851,9.3,0.5782,1.4,-8.5,1.6,2.5,0.869,-1.5,-0.1019,-3.2,0.1938,1.7,1.3,-3.4,-0.3031,1.9,-1.4,-2.7,-1.3,2.0,-0.4803,0.0,-0.2941,6.6,0.0,-0.649,0.0,0.0,-0.001,0.6998,0.3091,0.454,0.0,0.0,0.488,0.7909,0.4421,-0.0375,-0.0002,-0.0032,-0.0013,0.0,0.0,0.0
2026-08-27,448.0,448.0,414.0,416.0,412535900,-0.9125,-0.8994,5.0,1.0,0.0,0.0,0.0042,-1.2,-4.0,0.9577,0.0008,0.3603,-0.5164,-3.3,-7.3,-0.4797,0.0,0.0126,5.7,0.0,-0.4944,6.4,-1.7,-3.4,-4.0,13.5,0.0447,2.0,0.0,-0.4038,-1.4,-2.0,-0.2147,-1.8,0.7441,0.0719,0.1101,-0.7803,-0.6641,0.0,5.2,-3.1,0.0003,-0.5362,0.1508,0.0,0.0066,-0.7339,-0.4711,0.444,0.0542,0.0021,-0.444,-0.2895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,440.0,452.0,434.0,448.0,286745600,-0.3357,1.6,6.2,-1.3,-0.1274,-1.5,-0.0269,0.324,2.7,0.3277,-0.4284,0.169,0.9961,-0.4347,-0.055,3.8,0.2636,-0.0092,0.2507,-0.2994,0.2414,-5.1,0.895,2.0,3.6,-17.3,0.0563,-1.8,-0.0471,0.6867,0.4491,-0.3098,0.0664,2.7,2.0,2.6,-2.2,0.5863,0.1505,0.2545,-5.1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
