Date,Close,High,Low,Open,Volume,AK,TP,YB,MG,XL,AT,PD,ZR,KZ,KK,YJ,DR,PG,HP,IH,LG,YU,IF,NI,AI,XA,ZP,YP,AZ,PC,CP,CC,EP,DX,CD,BQ,XC,GR,OD,BK,SQ,HD,DH,QA,KI,BB,MU,SA,ES,AO,AG,RG,SF,ID,FZ,RO
2026-08-24,790.0,845.0,790.0,805.0,24356100,-0.7954,-0.0022,0.1069,0.0,1.1,0.0584,0.4039,0.0253,0.0,0.1282,-0.0015,0.0463,0.1897,0.0812,0.0,0.0847,-0.0199,-1.7,-0.1355,0.2497,0.1129,0.2624,1.1,-0.0024,0.0,0.5981,0.1363,-0.0302,0.0,0.0,0.0,0.4462,0.4481,0.0612,0.0,0.8402,-0.0232,0.607,0.0,-0.0062,-4.7,0.0,0.0,-0.0002,0.0432,0.0,-0.0003,0.0241,0.0403,0.0,0.0918
2026-08-26,750.0,790.0,740.0,790.0,21013600,0.5747,-0.0152,-0.0925,0.4604,-0.2356,0.0155,-0.2686,0.0,-4.4,0.3546,0.0314,-0.0086,-0.0014,0.0129,0.0,-0.0479,-0.4354,0.1197,0.3032,0.0765,-0.0061,0.4171,0.5875,-0.0214,0.0003,0.2474,1.4,-0.0072,0.0006,0.0,-0.0387,0.1392,0.7123,0.1769,-0.6793,0.1117,0.0175,0.195,-0.0004,0.0,0.3151,-0.0512,0.0,0.114,-0.0375,0.004,0.0029,-0.0223,-0.0311,-0.001,-0.007
2026-08-27,850.0,885.0,740.0,750.0,44828200,4.8,0.1731,0.0,-0.232,-0.5468,-0.0735,0.7652,-0.0615,0.0,-0.7621,-0.1418,0.005,0.6697,-0.0613,0.0,1.6,-0.2001,-1.4,0.1142,1.4,0.1625,-0.0144,0.6832,-0.1022,0.0,0.0655,-1.0,0.0393,0.0031,0.0,0.3589,-0.8301,-0.9725,-0.2357,0.8691,-0.13,-0.0144,-0.0877,-0.0161,-0.0095,-4.7,-0.0218,0.0049,-0.1275,-0.014,0.0777,-0.0205,0.0,0.0,0.0,0.0
2026-08-28,795.0,875.0,790.0,860.0,29250300,-2.7,0.0433,0.4941,0.4678,2.2,0.2331,0.0784,0.0459,-4.8,0.5848,0.2265,0.0783,0.0639,-0.0126,0.0431,-1.6,-0.5983,-0.4368,0.0608,0.2231,0.3069,0.2989,1.6,0.3695,0.6527,0.1613,-0.6695,0.0569,-0.0058,-0.0003,-0.0537,0.4111,0.5211,0.5402,-0.2553,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
