Date,Close,High,Low,Open,Volume,YU,CD,MG,AG,CC,HD,NI,DR,AR,XC,AZ,PI,FZ,IH,PD,YJ,DH,XA,SH,RO,YP,DX,AT,SA,IN,OD,BR,PG,ZP,AK,ZR,YB,LG,KK,GR,TP,IF,IU,AO,XL,CP,HP,QA,AI,SQ,KI,BQ,BK,EP,DU,PC,GI,DP,RF,AD,RB,AF
2026-08-24,308.0,312.0,296.0,302.0,32343200,-0.1198,0.0,0.0284,-0.0258,0.425,0.0,-0.0336,0.0804,0.0,0.066,-0.1034,0.1468,0.0004,0.0,-2.0,0.0,-1.6,0.013,0.0,0.0,0.343,0.0,0.0,0.0,0.0,0.1268,0.0,0.0061,0.4629,0.3543,0.0124,-0.0105,-0.3259,0.0968,1.0,-0.0003,0.0153,-0.0003,1.5,0.1483,0.3682,-0.7392,0.0003,0.0,-0.0436,-0.0672,-0.0534,-0.0182,0.0079,-0.0,-0.0167,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,338.0,338.0,298.0,310.0,85075300,-0.8251,0.0,-0.4059,0.0032,1.3,-0.003,-0.0499,0.0491,0.0,-7.3,1.4,0.01,-0.002,0.0,-4.6,0.0338,0.2004,-0.0092,0.0,0.009,0.8687,-0.0,-0.001,0.0,-0.0004,-0.0374,0.0,-0.0061,0.5722,1.4,0.0,0.1593,0.0104,-0.0848,1.3,0.5959,0.351,-0.6823,-0.0058,2.5,2.3,0.238,0.0001,-0.0095,-0.2004,-0.6309,0.4643,-0.076,-1.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,-0.0034
2026-08-27,354.0,370.0,324.0,340.0,179459200,-2.9,-2.0,2.0,0.0357,-2.1,0.071,-0.2817,-1.4,0.0736,-0.4974,1.9,-0.171,0.0091,0.0,-2.5,-0.1836,-1.9,0.2732,0.0,0.0582,1.9,0.0,0.1723,0.0,0.1015,0.073,0.0,0.0,1.6,-0.8316,0.0,0.0549,-0.1139,0.4541,-0.7901,0.0541,1.1,0.0,-0.3915,9.3,2.9,1.1,0.0988,0.1936,-0.07,-0.3425,-0.0989,0.0,0.1214,0.037,-0.0203,-0.0431,-7.1,0.2088,-0.0107,0.0,0.0
2026-08-28,370.0,388.0,344.0,356.0,144010200,-4.0,-0.4288,0.5017,-0.0317,-0.2429,-0.0662,-3.0,-2.1,-0.0112,-0.0218,3.7,0.0764,-0.0183,0.0344,0.7366,0.2164,-0.4762,0.0857,0.0214,-0.0252,0.3013,0.0567,-0.0698,-0.0008,0.3497,0.1329,0.1967,-0.0008,-1.4,0.5736,-0.0069,0.1557,3.7,0.5447,-0.4195,0.018,-1.2,-0.4355,0.0274,0.8429,-0.4242,1.8,-0.0952,-0.0699,0.2593,-0.1206,0.1216,0.017,0.1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
