Date,Close,High,Low,Open,Volume,TP,YB,AT,XL,MG,LS,KK,DR,LG,DH,IF,NI,XA,KI,AZ,YP,CP,CC,EP,DX,BQ,PD,GR,XC,OD,RO,SQ,IN,YU,QA
2026-08-24,160.0,160.0,157.0,157.0,582400,-0.0,0.0,0.002,0.0234,0.0,0.0,0.0,0.0,-0.0004,0.0,0.0,-0.0012,0.0008,0.0,-0.0001,-0.0245,-0.0001,-0.0065,0.0,0.0,-0.0002,-0.0028,0.0083,-0.0016,0.0008,-0.0,0.0032,0.0,0.0005,-0.0017
2026-08-26,156.0,160.0,154.0,160.0,557700,0.0033,0.0,0.0,-0.023,0.0,0.0,0.0009,-0.0079,0.0096,0.0016,0.0,0.0034,-0.0002,0.0,0.0002,0.0119,-0.0001,-0.0031,0.0,0.0,0.002,0.0013,0.0,-0.0007,0.0003,-0.0,0.0006,0.0,0.0,0.0
2026-08-27,157.0,158.0,153.0,156.0,293100,0.0,0.0,0.0,-0.0065,0.0,0.0,0.0,0.0,0.0011,0.0219,0.0,0.0016,-0.0,0.0,0.0,-0.0003,0.0003,-0.0064,0.0,0.0,0.0,-0.0002,0.0,-0.0011,0.0018,-0.0123,0.0015,-0.0016,0.0,0.0
2026-08-28,157.0,171.0,156.0,160.0,5473100,-0.0034,0.021,0.033,0.1066,-0.0047,0.0001,0.0033,0.0047,0.0048,0.0018,0.001,-0.0063,0.0024,0.0002,0.0078,-0.1049,0.0098,-0.0403,-0.0004,-0.0097,0.0075,-0.0063,-0.0003,-0.0223,0.0015,0.0008,-0.0075,0.0,0.0,0.0
