Date,Close,High,Low,Open,Volume,MG,PD,BQ,CC,KK,YP,NI,DH,DR,XC,XL,LG,RO,SQ,QA,YB,AZ,GR,OD,SF,CP,EP,YU,AK,YJ,RG,CD,XA
2026-08-24,35.0,36.0,34.0,35.0,3549800,0.0038,-0.0108,0.0002,-0.0128,0.0084,0.0001,0.0017,-0.0038,0.0003,0.0037,0.0128,0.002,-0.0016,-0.0042,-0.0049,0.0,0.0012,0.0,0.0018,0.0017,0.0,-0.0,0.0,-0.0008,0.0,0.0018,-0.0041,0.0035
2026-08-26,35.0,35.0,34.0,35.0,3743000,0.0,-0.017,-0.0033,0.0003,-0.0066,0.0195,0.0109,0.0414,0.0007,-0.0044,-0.0319,-0.0026,-0.0003,0.0,0.0,0.0,0.0001,0.0,0.0029,-0.0019,-0.0039,0.0003,-0.0005,-0.0005,-0.0047,0.0017,0.0,0.0
2026-08-27,35.0,35.0,34.0,35.0,1219700,-0.0021,-0.0006,0.0,-0.0013,-0.0021,0.0078,0.0,-0.0017,0.0,0.0003,0.013,-0.001,-0.001,-0.007,-0.0001,0.0,-0.0001,0.0002,-0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,35.0,35.0,34.0,35.0,3093100,-0.0001,-0.0036,0.0057,0.0001,0.0021,0.0023,0.0342,-0.0006,0.0003,0.004,-0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
