Date,Close,High,Low,Open,Volume,YU,DR,NI,YP,XL,HD,CP,TF,CC,EP,KK,BQ,PD,GR,XC,OD,SQ,DH,IF,MG,DX,XA,AZ,LG
2026-08-24,182.0,184.0,180.0,183.0,560100,0.0,0.0013,-0.0161,-0.0023,-0.0278,-0.0002,0.0,0.0,0.0082,0.0042,0.0001,0.0018,0.012,0.0027,-0.005,0.0233,0.0003,-0.0009,0.0,0.0,0.0,-0.0073,-0.0,0.0057
2026-08-26,179.0,185.0,179.0,181.0,389800,0.0,-0.0017,-0.0032,0.0053,-0.0087,-0.0005,-0.0072,0.0,0.0098,0.0,-0.0001,0.0035,0.0132,0.0,-0.0036,-0.0021,-0.0056,0.0001,0.0,0.0003,0.0004,0.0,0.0,0.0
2026-08-27,183.0,186.0,175.0,186.0,601500,0.0,-0.0233,0.003,-0.0056,0.0166,-0.0001,0.0019,0.0,0.0014,0.0018,-0.0051,-0.0143,0.0215,0.001,-0.002,0.0019,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0
2026-08-28,182.0,183.0,179.0,183.0,244400,0.0001,0.0009,-0.0041,0.0021,0.0111,0.0001,-0.0018,-800.0,-0.0071,-0.0009,0.0,0.0025,-0.0103,0.0075,-0.0015,0.0006,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
