Date,Close,High,Low,Open,Volume,AK,NI,TP,XA,YB,YP,XL,HD,CP,PD,CC,DR,XC,OD,SQ,IF,AT,KK,GR,BK,AI,DH,AG,BQ
2026-08-24,302.0,306.0,298.0,302.0,931000,0.0,-0.0243,0.0,0.1511,0.0,0.0048,-0.0208,-0.09,0.0,-0.053,0.0349,0.003,-0.0093,0.0,0.0208,0.009,0.0006,0.0,0.0,0.0,0.0,-0.0011,-0.003,-0.0227
2026-08-26,302.0,304.0,298.0,302.0,1005800,0.0,0.0,0.0,0.1499,0.0,0.0089,-0.0144,0.0001,0.0005,-0.1443,0.0587,0.0001,-0.0053,0.0,-0.0053,0.0121,0.0,-0.0577,0.0,0.0,-0.0033,0.0,0.0,0.0
2026-08-27,302.0,306.0,300.0,302.0,1610100,0.0,0.0,-0.2223,0.1832,-0.0225,0.0005,0.0101,0.0002,0.0015,0.0247,0.0153,0.0,0.0072,0.0,-0.0083,0.003,0.0039,0.0,0.003,0.0004,0.0,0.0,0.0,0.0
2026-08-28,302.0,304.0,300.0,304.0,1262000,0.0001,0.0076,-0.3059,0.1722,0.0012,-0.0001,0.0852,0.0004,0.0007,-0.0012,0.0056,-0.0061,0.0032,0.0024,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
