Date,Close,High,Low,Open,Volume,LG,HD,PD,AT,RO,ZP,SS,SQ,NI,EP,IF,XL,IT,FS,ZR,BK,AZ,KI,AK,CC,KK,DX,YP,OD,DH,XC,TP,CP,CD,DP,YJ,MG,PC,YB,GR
2026-08-24,2210.0,2260.0,2200.0,2230.0,630200,0.0002,0.0007,0.0038,0.0004,0.0,0.0011,0.0,0.0122,0.0033,0.0011,0.033,0.142,0.0089,0.0011,0.0004,-0.0024,0.0,0.0,-0.7031,0.1825,0.0221,0.0002,0.1535,-0.0126,0.0016,0.096,0.0011,0.002,0.014,0.0,0.0,0.0234,-0.0,0.0112,0.0022
2026-08-26,2210.0,2220.0,2210.0,2210.0,189900,0.0,-0.0007,0.0002,0.0,0.0,0.2724,0.0,0.0011,-0.0016,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,-0.2057,-0.0343,-0.0575,0.0,0.0004,-0.0024,0.0007,-0.0037,0.0,0.0,-0.0139,0.0,0.0,0.0444,0.0,0.0,0.0
2026-08-27,2200.0,2280.0,2150.0,2260.0,743400,0.0022,0.0007,0.0249,0.0,0.0022,0.4741,0.0,0.0113,0.018,-0.0009,0.055,0.086,0.0043,0.0011,0.0015,0.0,0.0,0.0,-0.5167,0.0869,-0.5357,0.0,0.0777,0.0489,0.0002,0.0389,0.0011,-0.0013,0.0136,0.1052,0.0009,0.0,0.0,0.0,0.0
2026-08-28,2140.0,2200.0,2120.0,2200.0,352600,0.0017,-0.0002,0.0068,-0.0,-0.0016,0.0011,0.0215,0.0134,0.0025,0.0009,0.0472,0.0781,0.0043,0.0011,-0.0019,-0.0375,0.0216,0.0004,-0.4133,-0.0744,0.1297,0.0009,0.0495,0.0408,0.0011,0.1053,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
