Date,Close,High,Low,Open,Volume,BQ,MG,YB,CC,AG,LG,DR,NI,HD,XC,GR,FZ,KK,BB,PD,YJ,KZ,RX,XA,AK,AO,YP,AT,XL,CP,OD,AI,HP,SQ,ES,OK,PG,ZP,BK,EP,YU,AR,AZ,PC,RO,DX,ZR,TP,BF,QA,KI,MU,DH,RS,SH,RF,RG,IF
2026-08-24,2210.0,2230.0,2190.0,2220.0,9139300,0.0193,0.9096,-0.0779,3.3,0.0002,-0.2577,0.0304,0.0654,0.0232,-0.0233,0.0046,0.0,0.2776,1.5,-0.1035,0.0,-0.0666,0.0,0.0,-5.4,0.0,0.091,0.0019,0.9638,0.3095,0.4626,0.022,-0.0136,0.4208,0.0,0.0,0.3315,-1.8,-0.2973,-0.4524,-0.0905,0.0,-0.0022,-0.0011,-0.0002,0.2683,0.0,-0.22,0.0,0.0026,-0.0,0.0,-0.2068,0.0,0.0002,-0.0022,0.0011,-0.0064
2026-08-26,2140.0,2220.0,2110.0,2220.0,23700500,-0.0335,5.3,0.1498,1.1,0.0,0.6503,0.821,-4.7,0.0559,0.7905,2.2,0.0,0.4961,0.0,0.7268,0.1272,15.7,-2.6,0.2486,-16.1,0.0,-0.241,0.1393,0.6509,-0.093,0.4039,0.0,0.4375,0.2723,0.0,0.0,1.4,-4.0,0.9748,0.1082,-5.6,0.0,0.197,0.0,0.0,0.0895,0.0651,0.0,0.0,0.0,0.0,-0.0104,-0.027,0.1075,0.0,0.0,0.0,0.0
2026-08-27,2210.0,2230.0,2120.0,2140.0,12720000,0.1256,2.3,-0.0252,0.5798,-0.0072,0.0617,-0.2719,-0.1204,-0.0339,-0.7293,0.068,0.0,-0.0995,6.9,-0.281,-0.194,2.9,-3.0,-0.0218,-6.4,0.0022,-0.7544,-0.1053,-0.52,-0.0765,-0.3944,0.1295,0.0004,0.0,-0.011,0.0,-0.441,0.5648,0.5061,-0.0126,-0.5956,0.0011,0.1156,0.0002,0.0013,0.0022,-0.0657,-0.0225,-0.109,0.0074,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,2170.0,2230.0,2150.0,2210.0,12489000,-0.1012,-0.0289,0.2548,2.3,-0.0002,0.2375,0.1366,0.0632,-0.0156,0.4315,0.0334,0.4772,-0.0109,5.9,-0.2962,0.0893,-3.1,-6.3,0.0633,0.5946,0.1085,1.1,0.0807,0.883,0.1462,0.0484,0.0651,-0.022,0.0735,0.5237,0.0868,0.216,-6.7,2.5,0.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
