Date,Close,High,Low,Open,Volume,TP,YB,MG,XL,HD,RF,KK,DR,AO,DH,YU,NI,XA,AZ,YP,CP,CC,EP,BQ,PD,XC,RO,SQ,DU,OD,ZP,IH,FZ,KI,DX,LG
2026-08-24,150.0,150.0,147.0,149.0,635100,0.0,0.0,0.0,0.0034,-0.0001,0.0,0.0,0.0,0.0,0.0253,-0.0,0.0256,0.0,0.0,-0.0489,0.0,0.0002,-0.0,0.0001,-0.0015,0.0008,0.0,0.0,0.0,-0.0001,0.003,0.0277,-0.0074,0.0001,-0.0002,-0.0282
2026-08-26,147.0,153.0,147.0,150.0,386700,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0364,0.0,0.0,0.0036,-0.0076,-0.0063,0.0,-0.0041,0.0017,0.0,-0.0003,0.0006,-0.0001,0.0002,0.0013,0.0,0.0001,0.0031,0.0001,-0.0003,-0.0284,0.0,0.0,0.0,0.0
2026-08-27,147.0,149.0,143.0,149.0,1592000,0.0,-0.006,0.0,0.0187,-0.0001,0.0,0.0,0.0,0.0,0.0166,0.0,0.0007,-0.1452,0.0121,0.0093,0.0,0.0003,0.0023,0.0,0.0001,0.0177,0.0,0.0147,0.002,-0.0,0.0566,0.0,0.0,0.0,0.0,0.0
2026-08-28,147.0,154.0,143.0,145.0,4730200,0.0009,0.0166,0.0057,-0.0371,-0.0,0.1046,0.0003,0.0161,0.0298,0.0037,-0.0825,0.0511,0.0001,0.1004,-0.2117,-0.0015,0.0111,0.0016,-0.0004,-0.0,-0.009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
