Date,Close,High,Low,Open,Volume,DH,NI,XA,YP,YB,XL,CP,CC,KK,BQ,FS,DR,PD,GR,XC,OD,HP,SQ,MG,AT,HD,YJ,PG,IH,AZ,PC,EP,IN,RO,YU,TP
2026-08-24,101.0,105.0,101.0,105.0,889300,-0.001,-0.0019,0.0,0.0076,0.001,-0.0311,0.0,-0.0104,0.0088,0.0,0.0,0.0,0.0042,0.0012,0.0152,0.0057,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,99.0,103.0,98.0,101.0,1117800,0.0,0.0,0.0001,0.0098,0.0002,-0.0213,-0.0001,0.0082,-0.002,-0.0012,0.0097,0.0,-0.007,0.0003,-0.0108,0.0008,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,-0.0
2026-08-27,98.0,106.0,97.0,99.0,18599300,0.0003,-0.0014,-0.001,0.0224,0.0,0.1458,0.0037,0.013,0.0018,0.0015,-0.0115,0.0,-0.001,-0.0003,0.0354,0.012,0.0126,0.0004,0.0001,0.0,-0.0682,-0.003,-0.1548,-0.002,0.0,0.0,0.0,-0.0062,0.0001,0.0,0.0
2026-08-28,101.0,103.0,98.0,99.0,3952400,-0.0004,0.0157,0.001,0.0615,0.0009,0.0204,0.0049,0.0343,0.0006,-0.0015,-0.1442,0.0169,0.0057,0.0019,-0.0147,-0.0034,-0.0001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
