Date,Close,High,Low,Open,Volume,AG,HP,QA,GR,LS,YP,LG,OD,CP,XA,PD,BK,AK,DH,NI,CC,RO,AZ,EP,ZP,HD,SQ,AH,KI,AI,YU,TP,AT,KK,XL,YB,DX,BQ,XC,YJ,AO,IF,DR,MG,PC,JB,AF,FS,IU,SF,SH,CD,AR,ES,FZ,GI
2026-08-24,318.0,328.0,318.0,326.0,16613500,0.0,-0.0143,0.0,0.0062,0.001,-0.5809,-0.0743,0.0746,0.2304,0.0351,-0.1036,0.0,-0.3676,0.0037,-0.3874,0.1188,-0.0,-0.0148,0.0262,0.2747,0.0,-0.0299,0.0,-0.547,-0.032,0.0017,0.0104,0.0303,0.1341,1.1,0.0215,0.0,0.1143,0.0094,0.0004,0.0018,0.0001,0.0096,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0161,0.0
2026-08-26,312.0,338.0,306.0,318.0,51102400,-0.0982,0.0175,0.0,0.0101,0.0,-0.0868,0.1201,0.2135,-0.0311,0.042,0.4109,-0.0,0.0834,0.0984,-0.0184,0.2026,0.0033,0.7111,-0.0019,-0.0581,-0.0264,0.2509,0.0,0.1629,0.0016,-1.3,0.0832,-0.0469,0.0206,-0.398,0.014,-0.0003,-0.2835,-0.2289,-0.0808,0.0,0.0009,0.0113,-0.1159,0.0278,0.0,0.158,0.0,0.1075,0.0163,0.0018,-0.0047,0.0016,0.0,0.0,0.0
2026-08-27,324.0,328.0,308.0,308.0,21459800,0.0001,-0.0871,-0.0004,-0.062,-0.001,-0.1633,0.0756,-0.055,-0.4344,0.0571,0.005,0.0032,0.5204,0.0136,-0.0021,-0.2808,0.0087,-0.1398,0.0067,0.3142,0.0,-0.0029,0.0,-0.0014,0.0,-0.0033,0.0422,-0.0027,0.0546,0.7887,-0.2116,0.0,-0.0341,0.0162,-0.2446,-0.0093,0.0008,-0.0128,0.0904,-0.0964,0.0001,-0.162,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,324.0,330.0,316.0,324.0,20286500,0.0001,-0.0131,-0.0098,0.0593,0.001,-0.1016,0.0542,-0.0928,0.0155,-0.1023,-0.211,0.0245,-0.3516,-0.0066,0.006,0.258,-0.0005,-0.4562,-0.0089,0.1422,0.0019,0.5451,0.0003,0.0003,-0.0115,0.0218,0.0055,-0.0147,-0.0396,-0.0464,0.1847,0.002,-0.0083,0.1706,-0.07,0.02,0.1444,-0.0091,-0.1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
