Date,Close,High,Low,Open,Volume,CP,XL,YB,BQ,XC,PD,YJ,YP,NI,CC,OD,AT,PC,ID,DH,LG,AZ,XA,GR,DR,KK,SQ,AI,MG
2026-08-24,208.0,220.0,204.0,206.0,802200,0.0,-0.0132,0.0017,0.0045,0.0056,0.0131,-0.0051,0.0456,0.0,0.0067,-0.001,-0.0004,0.0,0.0,0.0,0.0064,0.0,0.0,0.0001,0.0,0.0033,-0.0021,-0.0652,200.0
2026-08-26,212.0,224.0,210.0,212.0,360300,0.0,0.0298,-0.0038,0.003,0.0001,-0.006,-0.0042,-0.0016,0.0005,-0.0087,-0.0,0.0,0.0,0.0,-0.0063,0.0,-0.0003,0.0003,0.0004,-0.0031,0.0,0.0,0.0,0.0
2026-08-27,204.0,220.0,204.0,212.0,239200,0.0,0.0053,-0.0041,0.0039,0.0066,0.0037,-0.0,0.0036,0.0005,0.0022,0.0,-0.0002,0.0,0.002,-0.0235,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,208.0,212.0,200.0,212.0,195000,0.001,-0.0143,0.0005,-0.0005,0.0047,0.0016,0.0054,0.0003,-0.0005,0.0015,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
