Date,Close,High,Low,Open,Volume,DR,MG,HP,RO,SQ,OD,XC,YU,KK,LG,PD,AZ,EP,CC,NI,YB,TP,XL,YP,CP,GR,DH,PI,ZP,PO,GI,KI,QA,AT,IF,DX
2026-08-24,16.0,17.0,16.0,17.0,5702100,-0.0003,-0.0595,0.0,0.0302,0.001,-0.0052,0.0007,0.0,0.0001,0.0,0.0327,0.0,0.0,0.0002,0.0004,-0.0044,0.0,-0.0145,0.013,0.0002,0.0033,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0003,0.0003,0.0004
2026-08-26,17.0,17.0,16.0,16.0,2518600,-0.0013,-0.008,0.0,0.0,0.0005,0.0048,0.0039,0.0,0.0008,0.0,-0.0055,0.0,0.0,0.0005,0.0007,0.0005,0.0,-0.0022,0.0009,-0.0001,0.0001,0.0,0.0,0.0001,0.0,-0.0,0.0042,0.0001,0.0,0.0,0.0
2026-08-27,17.0,17.0,16.0,17.0,1931100,-0.0007,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.002,0.0,0.0042,0.0003,0.0001,-0.0078,0.0,0.0019,0.0,0.0001,0.0009,0.0001,-0.0002,-0.0003,0.0002,-0.0001,-0.0019,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,17.0,17.0,16.0,17.0,7852400,-0.0012,-0.0032,0.0,0.0,0.0002,-0.1019,-0.0005,0.0003,0.0064,0.0,0.0009,0.0003,0.0,-0.0001,0.0009,-0.0015,0.0001,0.0882,0.0112,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
