Date,Close,High,Low,Open,Volume,SF,TP,YB,XL,HD,LS,KZ,KK,DH,YU,IF,FZ,AI,XA,KI,BB,YP,PC,CC,RO,BQ,PD,GR,OD,XC,AK,ES,BR,MG,YJ,DR,PG,AO,LG,AZ,DD,SQ,CP,EP,AG,CD,BK,RX,ZP,SH,QA,DX,AT,FS,HP,NI,MI,DP,SS,IN
2026-08-24,3020.0,3040.0,3000.0,3040.0,10302300,0.0,-1.4,0.2461,2.3,-0.0668,0.6059,0.0,0.332,0.3601,-3.5,-0.1501,0.0,0.1545,-0.1659,0.4008,0.0,0.7702,0.0,1.2,0.022,-0.0879,0.5709,0.2617,0.1665,0.1336,-1.4,0.0,0.0,0.0,0.0,-0.11,0.0,0.1355,0.0255,0.0299,0.0,-2.2,-0.0925,-0.2172,0.104,0.0329,0.4112,0.0,0.2406,0.0,-0.0009,0.0644,-0.0661,0.0,0.0063,0.2557,0.0,0.0,-0.602,1.2
2026-08-26,2970.0,3020.0,2970.0,3010.0,17949700,0.0,-0.0015,-0.0439,2.0,-0.0357,0.0606,-13.8,1.4,-0.0303,11.0,0.0051,0.0,0.0098,-0.003,0.0951,0.0,0.9713,0.0,-1.8,0.0057,0.0299,6.5,0.3664,-0.1316,-0.147,2.9,0.003,0.0,0.0268,0.0,-0.4765,0.0,-0.0003,-0.4519,0.014,0.0,-2.1,-0.0907,1.3,0.0844,-0.0063,1.8,0.0,-11.4,0.0,0.0,0.0074,0.0042,0.0,0.6821,0.5255,0.0063,0.6578,0.0,0.0
2026-08-27,3020.0,3040.0,2960.0,2970.0,27815700,0.0,-0.0102,0.4317,-0.2507,0.4858,0.0116,-33.0,0.8606,-0.2318,11.8,0.0142,0.0,0.0134,-0.0111,0.0018,0.0,-0.0664,0.0,11.8,0.0084,0.0553,13.2,-0.5176,-0.5717,0.02,9.8,0.0,0.0,-0.2924,-0.1964,0.1337,0.0151,-0.1359,0.7148,0.0106,0.0,-1.6,0.1017,0.0043,-0.0286,-0.1028,-2.3,-3.5,-6.4,0.0015,0.0066,-0.0206,-0.013,-0.0002,-0.2961,-0.0363,0.0,0.0,0.0,0.0
2026-08-28,3060.0,3090.0,3020.0,3030.0,22982800,0.0015,-0.1168,-0.5799,-1.3,-0.161,-0.6238,-32.4,-1.1,-0.0569,2.0,0.0107,-0.0928,0.0243,-0.1631,0.1584,2.4,-0.5291,0.0061,4.0,-0.0659,-0.0324,11.8,-0.0566,-0.5315,-0.6319,7.3,0.61,0.153,0.323,-0.1474,-0.1291,-0.0613,-0.2028,1.2,0.048,0.0091,-0.5567,0.8195,-0.9572,-0.042,-0.06,-3.8,1.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
