Date,Close,High,Low,Open,Volume,AZ,AO,HP,QA,EP,ZP,HD,SQ,GR,RG,KI,YP,AI,YU,KZ,LG,BB,OD,TP,CP,KK,XL,XA,OK,YB,CD,PG,DX,PD,XC,DH,BK,AK,NI,CC,IF,DR,AG,AT,BQ,RO,IH,FS,RF,ZR,MG,SF,RB,AR
2026-08-24,1620.0,1685.0,1620.0,1680.0,22326700,1.9,0.0,0.0,0.0,0.8087,0.1725,0.0618,1.4,0.2611,0.0,0.0,2.9,1.1,-1.0,-4.4,0.651,-2.0,-0.7077,0.2085,0.3024,0.4816,5.7,0.6963,0.0,-0.87,0.0,0.841,0.0734,-2.1,1.6,0.3881,-0.4208,-3.2,-9.1,3.5,-0.1085,0.1007,0.1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0656,0.082,0.0828,0.1308
2026-08-26,1600.0,1635.0,1600.0,1625.0,11782900,0.2765,0.0,0.0985,-0.0045,-0.245,1.1,-0.0488,0.3983,0.1213,0.0,0.0931,0.8701,0.0277,2.8,0.0,1.6,0.0,0.0823,0.1684,0.015,0.1021,1.7,0.0252,0.0,-0.1189,0.0,0.3205,0.7737,-0.0885,1.3,0.0848,-0.7994,-1.3,-3.7,-3.2,0.0,-0.068,-0.1898,0.0223,0.0121,0.0,0.016,0.0178,-2.3,-0.0073,0.0798,0.0,0.0,0.0
2026-08-27,1600.0,1610.0,1590.0,1600.0,11512000,0.0,0.0,0.0128,0.0,0.4343,-0.128,0.0,0.0895,-0.0124,0.0096,0.0027,0.886,0.1121,0.1245,-0.0011,5.3,-0.0346,-0.1966,0.1178,0.0194,1.0,1.7,0.1942,0.0,0.0441,0.0046,0.016,0.1343,1.9,0.4532,0.5354,-0.7576,-7.3,-6.1,2.2,0.0,0.0812,-0.885,0.0348,0.0153,-0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1590.0,1615.0,1585.0,1615.0,24193500,0.2438,-0.0048,0.2016,0.0949,0.0864,-2.2,-0.0,-5.4,0.1455,-0.0095,0.09,1.2,0.6076,14.3,-0.9721,0.9399,-0.1052,1.4,0.0372,0.1894,0.4443,4.3,-0.0143,0.0638,0.2048,-0.0038,0.08,-0.5294,3.1,1.1,0.2412,0.225,-6.8,-14.4,0.8795,0.114,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
