Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,LS,KK,RS,DH,YU,QA,IF,AI,XA,KI,YP,MU,AR,CC,DX,BQ,PD,GR,OD,XC,AK,ES,BR,AT,MG,YJ,DR,PG,HP,AO,LG,IU,NI,AZ,SQ,CP,EP,AG,BK,RO,ZP,FZ,PC,FS
2026-08-24,180.0,186.0,180.0,185.0,21268400,0.0005,-0.0981,-0.2662,0.0162,0.017,0.062,0.0036,0.037,0.0403,0.0006,0.0,-0.0056,0.0215,-0.0037,-0.1109,0.0023,0.0273,0.6056,0.0055,-0.011,-0.0372,0.1482,-0.0146,0.3021,0.1194,0.0055,0.0,0.0052,-0.1747,-0.0032,-0.379,0.0,-0.0044,0.0004,-0.0139,-0.0,-0.0018,-0.1417,-0.0556,-0.1186,0.0137,0.011,0.0069,-0.001,0.007,-0.0,0.0007,-0.0184
2026-08-26,166.0,180.0,166.0,178.0,25204300,0.04,-0.1164,-0.0271,0.0001,0.0178,-0.0374,0.0245,0.0074,0.0153,0.0011,-0.0,0.0,0.0151,0.0028,-0.0473,-0.0031,0.0257,0.2479,0.0,-0.0433,-0.388,-0.022,0.0791,-0.0863,-0.0056,0.0,0.0,0.0181,0.0871,0.0023,-0.0909,0.0,-0.0405,0.1008,0.0486,0.0,0.1179,-0.0463,0.0865,-0.041,0.0188,0.0705,0.0008,0.0,-0.0329,0.0,0.0,0.0
2026-08-27,177.0,178.0,162.0,165.0,21043200,0.0002,-0.0806,0.3094,0.0034,0.0086,-0.0865,-0.0106,-0.0166,-0.0929,-0.0026,0.0,0.0,-0.027,0.0017,-0.1884,0.0,0.0,0.0489,0.0003,-0.0018,0.0047,0.0101,-0.1478,-0.0084,-0.0134,-0.0053,0.0,-0.0083,-0.1654,0.0028,-0.0342,0.0012,0.0088,-0.1009,0.0062,0.0,-0.0472,-0.0563,0.5853,0.0009,-0.0182,0.0,0.0938,0.0,0.0262,-0.0001,0.0,0.0
2026-08-28,183.0,188.0,178.0,178.0,62001300,-0.0673,0.0313,0.6387,0.0005,0.0192,0.7103,-0.0221,-0.1173,0.0129,0.0103,0.0032,0.0892,0.0109,0.0013,-0.0988,-0.0023,0.009,-1.1,-0.0104,-0.0217,-0.0603,-0.002,0.026,0.1025,0.0461,-0.0018,0.0001,-0.0121,-0.0078,0.0079,0.0617,-0.0013,-0.0134,-0.002,-0.0724,0.0129,0.1349,0.0388,-0.2987,-0.0418,0.0357,-0.0421,-0.1084,0.0,0.0743,0.0,0.0,0.0
