Date,Close,High,Low,Open,Volume,PC,HP,QA,PO,GR,MU,YP,BR,LG,OD,IH,JB,CP,XA,AD,PD,DH,AK,BK,NI,SF,CC,RO,AZ,EP,FZ,ZP,SQ,SA,KI,AI,YU,DU,SH,AT,TP,KK,XL,CD,YB,DX,BQ,XC,YJ,AO,IF,DR,MG,LS,MI,ID,ES,HD,RB,ZR,AG,RG,PG,AR,IN
2026-08-24,78.0,82.0,72.0,73.0,2437224700,-0.1816,0.8888,0.0,0.0,-0.4366,-1.0,-0.2624,0.0002,0.6619,-0.2665,0.0,0.0,0.0171,0.2394,0.0004,-1.4,-0.545,-2.3,0.0392,-0.2671,-0.1206,-6.7,0.0,1.0,-0.4058,-0.1831,0.0,-0.9521,0.0,0.0,0.156,-0.62,0.0,0.0,-0.0774,0.1183,-0.3747,1.2,0.0091,0.0349,-0.0664,0.3087,0.5925,-0.4043,14.2,0.0,-0.1806,-1.8,-0.1169,0.0,0.0,0.0,-0.2496,-0.0453,0.0,-0.3104,0.0114,0.0,0.0,0.0028
2026-08-26,71.0,82.0,71.0,79.0,1210048700,0.599,-0.0223,-0.0063,0.0,0.4343,0.5864,2.4,0.36,-0.8858,1.1,0.0,0.0,-0.8057,-0.512,0.0,-0.6447,-0.0209,0.5228,-0.0487,-0.0915,0.2199,2.6,-0.0082,-0.9081,0.2893,0.0,0.7272,-0.0055,0.216,0.0698,-0.1256,0.0,0.0,0.2204,0.0,0.1439,0.6884,-0.7318,-0.007,-0.2262,0.0502,-0.0719,0.8308,-0.0253,-7.3,0.0686,-0.2956,0.4338,0.0,0.216,0.216,0.0,0.0441,0.0,0.1776,-0.671,-0.0118,-0.0037,0.0483,0.0
2026-08-27,74.0,75.0,71.0,72.0,321597600,-0.2999,0.0353,0.0035,0.0,0.6924,0.0,-0.7527,-0.1852,0.004,0.0396,-0.0149,0.0,-0.0279,-0.0558,0.0,0.0252,0.0439,0.7191,0.2493,0.1562,-0.074,0.1539,0.002,-0.2509,0.0189,0.0217,0.1465,-0.0838,-0.222,-0.0592,-0.0223,0.0,0.05,-0.1858,-0.0886,0.0402,-0.0274,0.5395,0.0007,0.0317,0.0207,-0.1113,0.4495,-0.0472,0.0344,-0.059,-0.0231,-0.1836,0.0037,-0.222,-0.219,0.0007,-0.029,-0.037,-0.1823,0.0,0.0,0.0,0.0,0.0
2026-08-28,72.0,75.0,71.0,75.0,254612400,-0.244,-0.922,0.0091,0.0028,-0.0591,0.3771,-0.4205,-0.1815,0.2873,0.1025,-0.0001,-0.0003,0.7499,-0.1078,-0.001,0.2949,0.0531,0.0076,-0.1668,0.1372,-0.1474,-0.031,0.0158,0.0482,0.0801,-0.0021,-0.0051,0.0498,-0.001,-0.0621,-0.0201,-0.1315,0.02,0.001,0.2116,0.0755,-0.0306,0.7442,0.0091,-0.2325,0.0678,-0.0277,0.5383,0.0432,-0.9348,0.0008,0.0145,-0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
