Date,Close,High,Low,Open,Volume,TP,SS,YB,XL,LS,KK,SH,ID,YU,QA,PO,AI,XA,KI,BB,YP,PC,CC,DX,MI,BQ,PD,GR,OD,SA,EL,XC,AK,ES,BR,MG,AT,YJ,DR,HP,AO,LG,IU,NI,RX,AZ,SQ,CP,EP,AG,CD,RG,BK,RO,ZP,HD,KZ,RS,DH,IF,MU,ZR,FS,DP,AF,RF,FZ,IN,PG
2026-08-24,1860.0,1910.0,1845.0,1900.0,70591700,-0.2708,0.0,-0.1265,3.1,-0.2255,-0.4253,0.0,0.0,-4.0,0.0,-0.0622,0.305,0.519,0.0,0.0,1.8,0.3757,-5.1,0.0262,0.0186,-0.5899,1.8,1.1,11.8,0.0,0.278,1.8,-4.1,0.0,0.0,-0.2323,0.3091,0.0752,0.463,-1.1,-0.075,-0.1357,-0.0713,-0.6556,-0.7827,-21.0,6.5,-0.5055,0.0696,-0.061,0.0781,0.0,0.0214,-0.0465,13.7,-0.2137,-5.2,0.0,-0.0291,-0.091,0.0,0.0449,0.5967,0.0,-0.186,0.0,0.0872,0.4327,0.0333
2026-08-26,1750.0,1855.0,1750.0,1850.0,102436400,0.5723,0.8981,-2.4,0.0907,0.5223,-0.434,0.0,0.0,-0.8886,0.0809,1.8,-0.1131,0.5711,-0.2487,17.9,-1.1,0.0,6.6,-0.1182,0.0,0.7025,5.0,2.9,7.4,0.0,0.364,2.4,-1.7,0.0,0.0,-0.1483,0.2226,-0.4367,-2.9,-1.2,-1.7,-0.9487,0.0,-11.7,-1.5,-1.6,3.9,-0.8573,0.6811,0.1927,-0.048,0.1835,0.0,0.5056,-25.5,-0.1209,-0.4086,-0.0123,0.6258,1.8,0.0,0.0567,0.1764,0.0,-0.0003,-0.4958,0.0,0.0,0.0
2026-08-27,1840.0,1840.0,1710.0,1720.0,66714500,-0.1925,0.0,0.9063,2.4,0.1364,-0.2226,0.0,0.0035,0.7548,-0.0784,0.1032,-0.2764,-2.0,1.1,0.0,-0.7453,0.2319,-2.8,-0.4085,0.733,0.6943,-4.5,-2.0,-2.1,0.0,-0.3102,-1.1,0.0819,0.0,0.0,-0.6921,0.0596,-0.1821,3.2,-0.4377,1.0,-0.6319,0.0297,-0.0734,1.1,0.1454,-0.6734,0.0,0.1101,-0.2451,0.0,0.0,4.4,-0.3751,6.9,0.0412,0.0799,0.5452,-0.2447,-4.4,0.0002,0.3111,-0.1816,-0.0845,0.0,0.0,0.0,0.0,0.0
2026-08-28,1830.0,1875.0,1805.0,1840.0,88806300,-0.8695,0.0744,-1.6,-20.9,0.1018,0.0518,0.0093,0.0046,-12.2,0.0032,-0.9389,0.4183,0.2686,0.2057,-0.9142,-0.4081,-0.2217,23.4,-0.4086,-0.7298,-0.9689,-1.7,-0.2384,-0.6691,0.0027,0.3655,-3.8,23.8,0.0179,0.0036,0.444,0.117,-0.1718,0.6674,0.7737,0.0294,0.9653,-0.0925,-1.0,-1.1,-0.868,-3.2,-1.9,0.7712,-0.1536,1.1,-0.1884,0.3652,-0.0795,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
