Date,Close,High,Low,Open,Volume,AT,CP,RO,ZP,NI,SQ,XL,YB,FS,CD,DP,AZ,KI,AG,DX,YP,DH,OD,XC,LS,AI,RX,HD,LG,PD,EP,RB,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,BB,KZ,TP,BS,BQ,HP,SS,ES,ZR,PG,QA,SA,MU,AO,PC,IF,MI
2026-08-24,1505.0,1575.0,1500.0,1575.0,26914900,0.0339,0.6238,0.3458,-9.7,-0.3769,1.1,3.5,0.245,0.0,0.0,0.9878,3.9,0.0,0.0,0.0,6.8,0.2093,1.2,0.9491,0.0,0.0,0.0,-0.0155,0.3587,1.4,0.6081,0.0,1.6,-0.027,0.0897,-12.7,-2.5,0.3295,-0.1418,0.5182,0.5628,0.0,0.0,0.0,0.1267,0.0,0.3173,-0.7332,0.0,0.0,0.301,0.152,0.0,0.0,0.0,0.0,0.15,-0.2294,-0.221
2026-08-26,1490.0,1520.0,1485.0,1505.0,16460200,-0.0008,-0.1675,0.0745,-0.1645,0.9259,-0.0871,0.4839,-0.0583,0.005,-0.0,0.0,0.0346,0.0126,0.1681,-0.009,1.3,0.1535,0.3107,0.2906,0.0009,0.0,0.0,0.0071,0.5276,0.1979,-0.1993,0.0528,-0.9291,1.0,-1.3,-6.9,3.4,-0.1242,0.886,-0.0732,0.9078,-0.0229,0.7475,0.0,-0.019,0.0,-0.0965,-0.0033,0.0,0.0,-0.23,0.299,0.0028,0.0148,0.0074,-1.5,0.0,0.0,0.0
2026-08-27,1505.0,1520.0,1465.0,1485.0,23426700,-0.0228,0.2954,-0.0121,-4.6,0.601,0.6962,0.0956,0.1698,0.0,0.0332,-0.0427,0.0,-0.0179,0.0,-0.0753,1.7,-0.0271,0.7439,0.5146,0.0,-0.0152,0.0,0.0879,0.2146,0.4309,0.3095,0.0,-0.2652,0.5649,0.167,-11.1,5.2,0.4738,2.9,-0.1818,0.6798,0.5137,1.3,-1.1,0.2275,0.0148,-0.1041,-0.0098,0.075,0.1628,-0.073,-0.4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1500.0,1530.0,1490.0,1510.0,20679200,0.1012,0.0183,-0.0143,-0.1726,1.1,1.2,-0.1313,0.0248,-0.0061,-0.0147,0.825,0.0204,-0.0007,0.312,-0.0678,0.6172,0.32,0.0507,0.9595,-0.0002,0.1805,1.3,-0.0459,-0.001,0.3283,0.1796,1.2,1.3,2.2,-0.297,1.2,6.8,-0.026,0.6578,0.2012,0.1374,-0.1894,-0.578,-19.9,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
