Date,Close,High,Low,Open,Volume,BS,TP,SS,YB,XL,LS,SH,KK,ID,DH,YU,IF,FZ,AI,XA,QA,KI,YP,PC,CC,AR,DX,MI,BQ,PD,GR,OD,XC,AK,ES,BR,MG,AT,ZR,YJ,DR,HP,AO,LG,IU,NI,AZ,SQ,CP,EP,AG,CD,BK,RO,ZP,DU,BB,MU,EL,PG,KZ,RF,FS,IT,RG,HD,JB,RB,IH
2026-08-24,845.0,930.0,835.0,850.0,85049100,0.0,-0.2387,0.0,0.2347,2.4,-0.0062,0.2641,-0.8596,0.0,-0.3973,-0.065,0.0093,-0.0333,0.0041,-0.0584,0.0,-0.2375,2.7,0.0,1.9,0.0,-0.0045,0.0004,0.0036,1.3,-0.1482,0.0443,0.3991,0.3447,0.0422,-0.0272,-7.1,-0.0771,0.0,-0.0384,0.2853,0.1529,0.0106,3.6,0.034,-0.5575,-1.6,-0.9808,-1.0,0.0494,-0.155,-0.025,0.0,-0.0441,-0.0062,0.0,0.0,0.0,-0.0087,0.0911,0.0,0.0352,0.0,0.0,0.0026,0.0002,0.0009,-0.0084,-0.0082
2026-08-26,775.0,875.0,770.0,855.0,43302200,0.0,0.0162,0.2552,-0.1084,0.0,0.0081,-0.0039,0.2501,0.0,-0.2304,0.0632,0.0629,0.0957,-0.0125,0.004,-0.046,-2.8,0.2998,0.0,0.2823,0.0,0.0102,0.0,0.0697,-0.0376,0.0,0.1544,-0.0041,1.0,0.0,0.0,0.0848,-0.2688,-0.0003,-0.0496,0.7496,-0.0842,-0.0146,1.3,-0.0856,-0.2381,0.1473,0.6731,0.1193,-0.0097,-0.0627,0.0,0.1168,-0.1607,0.1873,0.0065,0.0,0.0,-0.0001,0.0,-1.8,-0.0008,0.004,0.0085,-0.0027,0.0,0.0,0.0,0.0
2026-08-27,800.0,805.0,740.0,750.0,37683100,0.0,0.1655,0.0,0.0493,3.1,-0.0002,0.0,-0.0312,0.0,0.1697,-0.0162,0.0,-0.1112,0.0129,0.143,0.005,-4.3,0.2041,0.0,1.6,0.0,0.0,0.0,-0.0014,-2.5,0.1176,0.063,0.8112,0.0728,0.0,0.0,1.1,0.0057,0.0,-0.785,0.0615,0.0106,0.0634,-0.0152,0.1205,0.2537,0.1005,0.6953,0.1285,0.0646,0.0,-0.0158,-0.1056,-0.2699,0.0663,-0.0061,-1.1,-0.0013,-0.0002,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,805.0,870.0,795.0,815.0,61361300,0.006,-0.0977,0.0097,0.2042,-1.0,-0.0163,0.1704,-0.0153,-0.0178,1.3,0.1612,0.6285,0.0145,0.1481,0.7335,-0.0123,-2.6,-0.0166,0.0241,0.7361,0.0147,-0.0216,-0.0021,0.1258,-1.9,0.5287,-0.0826,0.2972,-0.1604,-0.0025,-0.0006,-0.5603,-0.2345,-0.0003,0.5361,-0.0519,-0.0236,-0.0014,0.642,-0.0089,0.0845,0.3628,-0.3265,-0.1593,0.177,0.0495,0.1019,0.1086,0.376,-0.3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
