Date,Close,High,Low,Open,Volume,TP,MG,XL,KK,RS,OK,LG,YU,NI,XA,ZP,YP,AZ,SQ,CP,CC,PD,OD,RO,XC,AK,BK
2026-08-24,4150.0,4220.0,4110.0,4160.0,356900,0.0185,0.0,0.0251,0.1918,0.2284,0.0825,0.0033,0.0824,0.2485,0.0396,0.0207,0.0046,0.0,0.0,-1.1,0.1128,-0.0004,0.0,-0.0004,-0.0017,0.0783,0.0
2026-08-26,4160.0,4170.0,4090.0,4150.0,201200,0.0,0.0,0.0834,-0.1082,0.3264,-0.0263,-0.0001,0.0205,0.0008,0.0139,0.0,0.0446,0.0,-0.0502,0.1228,0.0201,-0.0037,0.0,-0.4741,-0.0,0.0295,0.0004
2026-08-27,4150.0,4210.0,4120.0,4150.0,388500,0.0,-0.0001,0.0318,0.1082,0.4239,-0.0038,-0.6185,-0.0209,0.0396,0.0535,-0.0003,0.0318,-0.5611,0.064,0.3365,-0.0032,0.0,0.0825,0.0,0.0017,-0.0029,0.0372
2026-08-28,4100.0,4180.0,4100.0,4160.0,566000,0.0412,0.1025,0.0232,0.2251,0.5819,-0.055,0.0008,-0.0404,0.2812,-0.0937,-0.0614,0.6017,-0.8258,-0.0208,-0.0816,0.054,0.0041,-0.0366,-0.7008,0.0004,0.0,0.0
