Date,Close,High,Low,Open,Volume,AK,DR,AO,SQ,OD,DH,XC,AT,YU,LG,PD,AZ,EP,CC,NI,YB,IF,XL,HD,YP,CP,QA,KI,SF,BQ,KK,ES,GI,RO,TP
2026-08-24,228.0,232.0,224.0,232.0,417200,-0.0001,0.0,0.0,0.0,0.0019,-0.0237,-0.0046,0.0,0.0,0.0,-0.0014,-0.0339,-0.0002,-0.0007,-0.0001,-0.0034,0.0,0.0211,0.0461,0.003,0.0,0.0,0.0,0.0,0.0,-0.0021,0.0,0.0,0.0011,-0.0031
2026-08-26,228.0,230.0,224.0,228.0,494000,-0.0002,0.0,-0.0002,-0.0019,0.0,-0.0003,-0.0047,0.0,-0.0052,0.0,-0.0011,0.0,0.0,-0.0604,0.0,0.0,0.0,-0.0043,0.098,-0.0094,0.0,0.0,-0.0022,-0.0013,-0.0023,-0.0003,-0.0042,-0.0001,0.0,0.0
2026-08-27,228.0,230.0,224.0,228.0,520100,-0.0004,0.0,0.0,-0.001,-200.0,-0.0,-0.0011,0.0,-0.0045,0.0,-0.0093,0.0,0.0,0.0001,-0.0019,0.0,0.0,0.1135,0.0012,-0.0961,0.0,0.0,0.0,-0.0,0.0,-0.0005,0.0,0.0,0.0,0.0
2026-08-28,234.0,234.0,218.0,230.0,1178200,-0.0003,0.0,-0.0824,0.0002,0.0007,-0.0,0.0023,0.0,-0.0551,-0.0246,-0.0082,0.0049,0.0002,0.0031,-0.0069,0.0034,0.0,0.0988,0.0199,0.0123,0.0317,-0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
