Date,Close,High,Low,Open,Volume,SF,AT,ZP,NI,SQ,IF,XL,YB,FS,AZ,DX,YP,DH,OD,RG,XC,LG,HD,PD,BQ,HP,EP,DR,BK,MG,YU,AK,GR,CC,KK,YJ,XA,PG,CP,BR,TF,IU,AI,TP,RS,AG,RO,BB
2026-08-24,1155.0,1165.0,1135.0,1160.0,5810100,0.0,0.0272,1.0,-0.0133,0.0033,0.0,0.3695,0.0,0.0,0.0353,0.0,-0.2083,0.0062,0.1175,-0.0384,0.06,-0.1777,-0.0,-0.0109,-0.2655,0.0,0.001,0.416,0.0492,-0.0972,-0.0175,-0.2816,-0.0,-1.3,-0.0554,0.0834,-0.0277,0.0478,-0.0157,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002,0.2434
2026-08-26,1145.0,1155.0,1135.0,1155.0,5125900,0.0,-0.0434,1.3,-0.0126,-0.0081,0.0,-0.6365,-0.1185,0.0,-0.0017,0.0,0.0207,0.0,-0.1137,0.0702,0.0128,-0.0001,0.004,0.0023,0.2524,0.0,0.0,-0.2533,-0.0168,0.0114,0.3863,-0.2341,-0.0017,-0.5949,-0.0028,-0.03,0.0276,-0.0474,0.0,0.0238,0.0,0.0,0.0,0.0,-0.0127,-0.0047,0.0,0.0
2026-08-27,1185.0,1185.0,1130.0,1145.0,8049600,0.0,0.0387,2.1,0.0129,-0.1186,-0.0659,0.2782,0.0022,0.0,0.0113,0.0,-0.3329,-0.0177,0.0879,0.0818,-0.0375,-0.7981,0.0071,-0.0004,-0.0035,0.0,-0.0011,0.0246,0.0713,-0.0746,-0.397,-0.2361,-0.0466,-0.6092,0.3934,-0.0792,-0.0172,0.0597,-0.1336,-0.1777,0.0108,0.0201,-0.0588,-0.0059,0.0,0.0,0.0,0.0
2026-08-28,1185.0,1205.0,1180.0,1190.0,6001000,0.1263,-0.0205,1.6,0.0245,-0.0065,-0.0112,-0.3843,-0.0,0.0012,-0.0086,-0.012,0.0052,0.012,-0.0616,-0.1576,0.1297,-0.5128,-0.0116,-0.0035,-0.144,-0.0012,0.0151,-0.3184,0.106,0.0419,-0.0218,-0.1932,-0.2617,-0.0368,0.0084,0.0598,0.0848,-0.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
