Date,Close,High,Low,Open,Volume,AD,TP,SF,XL,HD,KK,SH,DH,IF,DU,KI,YP,PC,AR,CC,DX,MI,BQ,PD,GR,OD,IN,XC,EL,AK,BR,MG,AT,ZR,HP,IH,AO,LG,NI,AZ,CP,EP,CD,BK,RO,QA,YJ,DR,ZP,YB,YU,FZ,XA,BB,TF,AG,LS,SQ
2026-08-24,208.0,214.0,208.0,214.0,7760000,0.0,0.0,-0.0434,-0.0396,-0.0033,-0.0215,0.0002,0.0,0.0,0.0003,0.0,-0.0701,0.011,0.0946,-0.0605,0.0,0.0002,-0.0065,-0.0021,0.0005,-0.0001,0.0324,-0.01,0.0642,0.0092,-0.0337,0.0,0.0617,-0.0729,0.0,-0.0511,0.0008,-0.0,0.1262,-0.0323,-0.0329,0.0,0.063,0.0,0.0002,0.0,0.0,0.0,200.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.005
2026-08-26,200.0,210.0,200.0,206.0,14298000,-0.0402,0.0,-0.0087,0.0035,-0.0004,-0.0173,-0.0006,0.007,0.0,-0.0109,0.0005,0.0636,-0.0195,-0.0034,0.1415,0.0092,-0.0004,-0.0029,0.0205,-0.6173,0.0013,-0.0413,0.065,-0.0654,0.0241,0.0804,0.0,0.0196,0.0114,0.0,0.0759,0.0,-0.0333,-0.0457,0.0824,0.0076,0.0117,0.0,0.0,-0.0007,0.0,0.0141,0.001,0.0,0.0,-0.006,-0.0182,-0.0,0.2927,-0.0009,0.0002,0.0,0.0
2026-08-27,208.0,208.0,200.0,200.0,11118500,0.0096,0.0,0.0059,0.1316,0.0005,-0.0412,-0.0014,-0.0,-0.0021,-0.0102,0.0,-0.0774,0.0013,-0.051,0.0332,-0.0102,-0.001,0.0,-0.0477,0.0507,-0.0021,-0.0106,-0.0038,-0.0105,0.0611,-0.0401,0.0,-0.0312,0.0305,0.0,0.0381,0.0,-0.0047,-0.0751,-0.0096,0.017,0.0,0.0,0.0326,-0.0006,0.0206,-0.0041,-0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,206.0,210.0,204.0,208.0,9523200,0.0111,0.0074,-0.1864,0.167,-0.0015,-0.0089,-0.0003,0.0001,0.0003,0.0888,0.0001,0.0062,0.0194,-0.0195,-0.0189,-0.0043,-0.0004,-0.0062,-0.0048,0.0425,-0.0044,-0.0201,0.0068,0.0521,-0.0351,0.053,0.0029,-0.051,0.001,-0.0232,-0.0115,-0.0007,-0.0001,0.0001,0.0083,-0.0122,0.0087,-0.0828,0.0167,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
