Date,Close,High,Low,Open,Volume,YU,CD,MG,AG,CC,HD,NI,DR,XC,AZ,DU,PD,YJ,DH,XA,RO,YP,AT,OD,ZP,YB,LG,KK,LS,GR,TP,IF,AO,XL,CP,HP,QA,KI,SQ,ES,BQ,EP,TF,DX,PC,FZ,ZR,AI
2026-08-24,197.0,200.0,197.0,197.0,133700,0.0,0.0,-0.0012,0.0,0.008,-0.0011,0.0001,0.0,-0.0008,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0001,-0.0004,0.0001,0.0,-0.0025,-0.005,-0.0022,0.0,0.0039,0.0,0.0,0.0,0.0047,-0.002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002
2026-08-26,218.0,264.0,198.0,198.0,49609600,-0.0002,0.0003,0.0588,0.0027,0.1302,0.0152,0.0425,-0.0995,-0.0609,-0.1095,-0.0,0.0607,-0.0067,0.3021,-0.0088,0.0001,0.2464,0.0064,0.0292,0.0023,-0.0071,-0.005,-0.0149,0.0,-0.1617,-0.0016,-0.0009,0.0024,0.1447,-0.0787,-0.0036,0.001,0.0013,0.0197,-0.2349,-0.0115,-0.2081,0.0005,0.0001,-0.0005,-0.0,-0.0127,-0.0397
2026-08-27,232.0,232.0,204.0,220.0,9749200,0.0,0.0,-0.0632,-0.0002,-0.094,0.0001,0.0028,0.001,-0.0288,-0.0001,0.007,-0.0377,-0.0008,-0.0004,0.014,0.0,-0.0296,-0.0,-0.0038,-0.0024,-0.0,0.0011,-0.0197,-0.0001,-0.0144,0.0,0.0,0.0011,-0.4025,0.2027,0.1534,-0.0002,0.2067,-0.0019,0.0,0.1129,-0.0023,-0.0005,-0.0001,0.0,0.0,0.0,0.0
2026-08-28,238.0,256.0,234.0,240.0,12099900,0.0001,0.003,0.1174,0.0014,-0.0138,0.0001,-0.015,-0.0013,0.0312,0.0992,-0.0073,-0.0121,0.0091,-0.0239,-0.0037,-0.0001,0.0294,0.0091,-0.022,0.0011,-0.0139,-0.0013,-0.0,0.121,0.0346,-0.0001,-0.0027,-0.0358,0.2452,-0.02,-0.1685,-0.0,-0.1954,-0.0102,0.0,-0.0216,-0.1333,0.0,0.0,0.0,0.0,0.0,0.0
